Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
0881,2018,1,Male,19,4,BKK,Urban,Apartment,5,Wifi,13000,Vocational School,BKK,BKK7,2.75,2.75,2.75,3.25,3,Alone,Together,Vocational,Vocational,Father,Freelance,Business,1540000,2.5,3,3,3,3.5,1.5,3,3.5,2.5,3,4,3.1,No,No,Low
0882,2018,2,Female,18,18,BKK,Urban,Home,82,Wifi,12000,Vocational School,BKK,BKK5,1.75,1.5,1.75,1.75,3,Parents,Together,Vocational,High School,Father,Private,Business,620000,2,2,2,2.5,2,1,2,2.5,1,2.5,3,2.27,No,No,Low
0883,2018,2,Male,18,0,S,Rural,Apartment,88,Mobile,10000,High School,S,S1,2.25,2.25,2.25,1.75,4,Alone,Together,Bachelor,Master,Mother,Private,Freelance,520000,1.5,1.5,1.5,2,2,2,1.5,1,2.5,3,2.5,2.14,No,No,Medium
0884,2018,2,Male,19,19,BKK,Urban,Apartment,36,Wifi,14000,High School,BKK,BKK9,3,2.75,2.75,3,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,1670000,3,2.5,3.5,3.5,3.5,2,3,3,2.5,4,3,3.23,No,No,Medium
0885,2018,1,Male,18,18,BKK,Urban,Home,45,Wifi,5000,Vocational School,BKK,BKK1,3.5,3,3.25,3.75,3,Parents,Together,Vocational,Bachelor,Father,Private,Freelance,540000,2.5,2.5,2.5,3,3.5,2,2.5,3,2,3,2.5,2.86,No,No,High
0886,2018,3,Male,18,0,NE,Rural,Apartment,39,Wifi,15000,High School,NE,NE7,2,1.75,2.5,2,3,Alone,Together,Vocational,High School,Mother,Private,Business,1430000,2,2,2.5,2.5,1.5,2,2.5,1.5,2,3,4,2.53,No,No,Medium
0887,2018,2,Male,18,0,NE,Urban,Apartment,32,Mobile,8000,High School,NE,NE8,2.5,2,3,3.5,3,Alone,Together,High School,Vocational,Father,Private,Private,310000,2,1.5,2.5,2.5,3,1.5,2,2.5,1.5,1.5,2,2.25,No,No,High
0888,2018,3,Female,18,0,S,Urban,Apartment,20,Mobile,7000,High School,S,S3,2.5,2,2.25,2.5,3,Roommates,Together,Bachelor,Bachelor,Mother,Business,Public,290000,2,1.5,2,2.5,3,2.5,2,2.5,1.5,2,2,2.25,No,No,High
0889,2018,3,Male,18,0,NE,Urban,Apartment,33,Mobile,8000,High School,NE,NE3,1.5,1.75,1.75,1.75,3,Alone,Together,High School,Vocational,Father,Business,Private,300000,1.5,1.5,3,2,1.5,0.5,2,1.5,1.5,2.5,3.5,2.08,No,No,Medium
0890,2018,1,Female,18,18,BKK,Urban,Home,18,Wifi,11000,Vocational School,BKK,BKK6,3,3,2.75,2.5,3,Parents,Together,High School,Vocational,Father,Public,Freelance,1010000,3,3,3,3.5,3.5,3,3,3,3,3,2.5,3.19,No,No,Medium
0891,2018,1,Female,18,18,BKK,Urban,Home,45,Mobile,8000,Vocational School,BKK,BKK2,3.5,3.75,3.5,2,3,Parents,Together,Vocational,High School,Father,Private,Private,310000,2.5,3,3,3,4,1,3.5,2.5,2,2.5,3,2.92,Yes,Yes,Medium
0892,2018,3,Male,18,18,BKK,Urban,Home,59,Mobile,15000,High School,BKK,BKK4,3,2.5,2.5,2.5,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,1500000,3,2,2,3.5,3.5,1.5,3,3,2.5,3.5,1.5,2.71,No,No,Low
0893,2018,2,Female,18,18,BKK,Urban,Home,66,Wifi,13000,Vocational School,BKK,BKK6,3,3,2.75,3,4,Parents,Together,Bachelor,Vocational,Mother,Private,Freelance,1590000,3,3,2.5,3.5,4,3.5,3,3,2,2.5,3,3.2,Yes,No,High
0894,2018,1,Female,18,3,BKK,Urban,Home,17,Wifi,13000,Vocational School,BKK,BKK7,3.5,3,3.5,3.5,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Freelance,Private,1590000,3,3,3,3.5,4,2.5,3.5,4,2.5,3,1,3.06,No,No,High
0895,2018,2,Female,18,0,NE,Urban,Apartment,68,Mobile,11000,High School,NE,NE3,2.25,2.5,1.75,1.75,4,Roommates,Together,Primary,Primary,Father,Freelance,Private,430000,2.5,3,3.5,3,3,1.5,2.5,3,2,3,2.5,2.86,Yes,No,No
0896,2018,2,Female,18,3,BKK,Urban,Apartment,72,Mobile,10000,Vocational School,BKK,BKK6,1.75,2,2.25,2.25,4,Alone,Together,Vocational,Vocational,Father,Private,Freelance,380000,1.5,1.5,2.5,2,2,1,1.5,2,2,0.5,3,2.15,No,No,Medium
0897,2018,1,Male,18,18,BKK,Urban,Home,59,Wifi,10000,Vocational School,BKK,BKK2,3.5,3.5,4,3.25,3,Parents,Together,Bachelor,Vocational,Father,Business,Private,1250000,3,3.5,3.5,3.5,4,3,3,2.5,2.5,3.5,1.5,3.21,No,No,High
0898,2018,3,Male,18,0,E,Rural,Apartment,30,Mobile,14000,High School,E,E3,3,2.5,2.75,2.75,3,Alone,Together,Vocational,High School,Mother,Business,Business,550000,3,2.5,3,3.5,3,3.5,4,2,2.5,3.5,3,3.1,Yes,No,High
0899,2018,3,Male,18,3,E,Urban,Apartment,51,Mobile,9000,Vocational School,E,E9,1.75,1.75,1.75,2.25,3,Alone,Together,High School,Vocational,Father,Business,Public,620000,2,2.5,3,2.5,2,1,2.5,2,1.5,2,1.5,2.15,No,No,High
0900,2018,2,Female,18,0,E,Urban,Apartment,35,Mobile,8000,High School,E,E1,2,2.25,1.75,1.75,2,Alone,Apart,Vocational,Bachelor,Father,Freelance,Public,310000,2,2.5,3.5,2.5,2,1.5,1.5,2,1.5,3,1.5,2.27,No,No,High
0901,2018,2,Male,18,3,E,Urban,Apartment,19,Mobile,7000,High School,E,E9,2.25,2,2.25,1.75,2,Alone,Apart,Vocational,Vocational,Mother,Freelance,Freelance,280000,2,3,3,2.5,2,1.5,2,2,1,2.5,4,2.57,No,No,High
0902,2018,2,Male,18,0,NE,Rural,Apartment,10,Mobile,13000,High School,NE,NE1,3.5,3.5,4,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1570000,3,3,4,3.5,4,1,2.5,3,3,3,1.5,3.01,Yes,No,No
0903,2018,1,Female,18,18,BKK,Urban,Home,84,Wifi,12000,Vocational School,BKK,BKK9,3.25,2,3.75,3.75,3,Parents,Together,Bachelor,Vocational,Father,Public,Freelance,1440000,3.5,3.5,3.5,4,3.5,3,4,4,3.5,4,2,3.58,No,No,Medium
0904,2018,2,Female,18,0,S,Urban,Apartment,45,Mobile,14000,High School,S,S6,2.5,3,2,2,4,Alone,Together,High School,Primary,Father,Business,Freelance,1650000,2.5,2.5,3,3,3.5,2,2.5,2.5,1.5,1.5,2,2.5,No,No,Medium
0905,2018,3,Female,18,0,S,Urban,Apartment,9,Wifi,7000,High School,S,S7,2.5,2.75,2.25,3,4,Roommates,Together,Bachelor,Vocational,Father,Freelance,Freelance,280000,2,2,1.5,2.5,2.5,2.5,2,2.5,0.5,2.5,2.5,2.33,No,No,Medium
0906,2018,2,Female,18,18,BKK,Urban,Apartment,19,Wifi,11000,High School,BKK,BKK6,2.75,2.5,2,3,4,Alone,Together,Bachelor,Vocational,Mother,Private,Private,1360000,2.5,2,2.5,3,3,0.5,2.5,2.5,2,3,2,2.43,No,No,Medium
0907,2018,2,Male,18,18,BKK,Urban,Home,58,Wifi,9000,High School,BKK,BKK5,3,3.25,2.75,3,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Public,350000,2.5,3,3.5,3,3.5,2,3,2,0.5,2,3,2.75,No,Yes,Medium
0908,2018,2,Female,18,0,S,Rural,Apartment,61,Mobile,5000,High School,S,S10,2,2,2.25,2.25,3,Roommates,Together,Bachelor,Bachelor,Father,Business,Freelance,620000,1.5,1.5,2,2,1,1.5,1.5,2,0.5,2.5,3,2.11,No,No,Low
0909,2018,3,Female,18,18,BKK,Urban,Home,60,Wifi,7000,High School,BKK,BKK6,1.75,2.75,3.5,2,4,Parents,Together,Vocational,Bachelor,Father,Private,Business,270000,1.5,1.5,1.5,2,2,1.5,1.5,1,1.5,2,4,2.11,No,Yes,Low
0910,2018,2,Male,18,18,BKK,Urban,Apartment,52,Mobile,4000,Vocational School,BKK,BKK5,2.25,2.5,2,2.75,4,Alone,Together,Vocational,Bachelor,Father,Private,Private,170000,2,2,1.5,2.5,2,1.5,2.5,3,1,2.5,3,2.34,No,No,Medium
0911,2018,2,Female,18,0,S,Urban,Apartment,26,Mobile,11000,High School,S,S8,2.5,3,2,1.5,4,Alone,Together,Primary,Primary,Father,Private,Public,430000,2,1.5,1.5,2.5,3,0,2.5,1.5,2.5,2.5,3.5,2.27,No,No,Medium
0912,2018,2,Female,18,18,BKK,Urban,Home,29,Wifi,4000,Vocational School,BKK,BKK1,1.5,1.75,2,2,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,150000,1,1,1.5,1.5,1.5,0,1,1,0,0.5,3,1.4,No,No,High
0913,2018,3,Male,18,0,E,Urban,Apartment,12,Wifi,11000,High School,E,E8,3.25,2.75,3.5,3.25,5,Alone,Together,Vocational,Bachelor,Father,Business,Public,1310000,3,3,3.5,3.5,3.5,1.5,3.5,3,1.5,4,3,3.14,No,No,Low
0914,2018,2,Male,18,18,BKK,Urban,Home,69,Mobile,7000,Vocational School,BKK,BKK7,2.25,2.5,2.25,2,4,Parents,Together,High School,High School,Father,Business,Business,260000,2,1.5,2.5,2.5,2,1.5,2,2,1.5,2,2,2.3,No,No,High
0915,2018,2,Female,18,0,S,Urban,Apartment,34,Mobile,10000,High School,BKK,BKK3,1.5,1.75,2,1.5,3,Alone,Apart,Primary,Primary,Father,Private,Business,390000,1.5,2,2,2,1.5,2,1.5,2,1,2,1,2.11,No,No,Low
0916,2018,2,Male,18,18,BKK,Urban,Home,52,Mobile,7000,Vocational School,BKK,BKK7,2.25,2.75,2.5,2.25,4,Parents,Together,Vocational,High School,Mother,Public,Private,260000,2,3.5,4,2.5,2.5,1.5,2,1,1,2.5,1,2.4,No,Yes,High
0917,2018,2,Female,18,0,S,Rural,Apartment,31,Mobile,8000,High School,S,S6,1.5,2,1.75,2,3,Alone,Together,High School,High School,Father,Freelance,Freelance,330000,1,1.5,1.5,1.5,1,0.5,1,1,0,1.5,3,1.77,No,No,Low
0918,2018,2,Male,19,19,BKK,Urban,Home,23,Wifi,5000,High School,BKK,BKK5,1.5,1.75,1.75,2,3,Mom or Dad,Apart,Vocational,High School,Mother,Public,Freelance,180000,1,1,2,1.5,1.5,0,1.5,1,1,1,0.5,1.42,No,No,Medium
0919,2018,1,Male,18,18,BKK,Urban,Home,42,Mobile,14000,Vocational School,BKK,BKK1,3,3.5,2.75,2,4,Parents,Together,Vocational,Vocational,Father,Public,Public,1680000,3,3,3.5,3.5,3.5,2.5,4,3,2.5,2.5,2,3.08,No,No,Medium
0920,2018,2,Female,18,0,NE,Urban,Apartment,52,Mobile,7000,High School,BKK,BKK6,3.25,3.5,3.75,3.5,4,Alone,Together,Bachelor,Master,Father,Private,Freelance,550000,3,3,3,3.5,3.5,2.5,2.5,3,2.5,2.5,2,2.95,No,No,Medium
0921,2018,2,Female,18,3,S,Urban,Apartment,11,Mobile,4000,High School,S,S10,2.5,2.75,2.75,2.5,3,Alone,Together,High School,Primary,Father,Private,Private,220000,2.5,2,2.5,3,2.5,2.5,2.5,3,2,2,3.5,2.67,No,No,Medium
0922,2018,3,Male,18,0,E,Rural,Apartment,16,Wifi,11000,High School,E,E5,3.5,3.5,3,2.75,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1330000,3,3,3.5,3.5,4,3.5,3.5,3.5,2,3,3.5,3.38,No,No,High
0923,2018,3,Male,18,0,S,Urban,Apartment,21,Wifi,6000,High School,S,S1,1.5,1.75,1.75,1.75,4,Alone,Together,High School,Vocational,Father,Business,Business,280000,1,1,1,1.5,2,0,1,1,1.5,1,3.5,1.74,No,No,Low
0924,2018,2,Female,18,18,BKK,Urban,Home,58,Wifi,5000,Vocational School,BKK,BKK4,2.5,2.5,2.5,2.5,3,Parents,Together,Vocational,Vocational,Father,Public,Freelance,180000,2,1.5,2,2.5,3.5,2.5,2.5,2.5,0.5,2.5,2.5,2.46,No,No,High
0925,2018,2,Female,18,3,BKK,Urban,Home,50,Wifi,12000,Vocational School,BKK,BKK1,3,3,3.25,1.75,4,Parents,Together,High School,High School,Mother,Business,Private,1400000,2.5,1.5,2,3,2,2,2.5,3,1.5,3.5,1,2.42,No,No,Medium
0926,2018,2,Male,18,0,E,Urban,Apartment,90,Mobile,7000,High School,E,E6,1.5,1.75,1.75,1.75,3,Alone,Together,High School,High School,Mother,Private,Business,300000,1.5,1.5,1.5,2,2.5,1.5,1,2,0,2,2.5,2.02,No,No,Low
0927,2018,1,Female,18,18,BKK,Urban,Home,58,Wifi,9000,Vocational School,BKK,BKK10,3.25,2.75,3.75,3.5,3,Parents,Together,Vocational,Vocational,Mother,Freelance,Freelance,1030000,3,3.5,3.5,3.5,3,4,4,3,3.5,3,2,3.3,No,No,Low
0928,2018,2,Male,18,18,BKK,Urban,Home,67,Wifi,10000,Vocational School,BKK,BKK6,2.5,2.25,2.5,2.25,4,Parents,Together,Vocational,Vocational,Mother,Public,Freelance,1140000,2.5,2.5,3.5,3,3,1.5,2,2.5,2,2.5,2,2.58,No,No,High
0929,2018,1,Male,18,18,BKK,Urban,Home,67,Wifi,15000,Vocational School,BKK,BKK8,3.5,3.25,4,3,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Private,1770000,3.5,4,4,4,4,4,3,3,3,4,2,3.46,Yes,No,Medium
0930,2018,3,Male,18,3,E,Urban,Apartment,73,Wifi,12000,High School,E,E8,1.75,1.75,2,2.25,3,Alone,Together,Bachelor,Master,Father,Business,Public,580000,1.5,1.5,1.5,2,1.5,0.5,1.5,2,1.5,1,3.5,2.04,No,No,High
0931,2018,1,Male,18,18,BKK,Urban,Apartment,43,Mobile,13000,Vocational School,BKK,BKK4,3,2.5,3.25,3,4,Alone,Together,Vocational,Vocational,Father,Freelance,Business,530000,3,3,3,3.5,2.5,2,3.5,4,2,3.5,1,2.83,No,No,High
0932,2018,2,Female,18,18,BKK,Urban,Apartment,89,Mobile,6000,Vocational School,BKK,BKK6,1.75,2.5,3,2.25,3,Alone,Together,Vocational,Bachelor,Father,Business,Private,680000,1.5,1.5,2,1.5,1,1,1.5,1.5,1,1.5,2,1.89,No,No,Low
0933,2018,2,Male,18,18,BKK,Urban,Home,34,Wifi,13000,High School,BKK,BKK9,3.5,3.75,3.25,4,3,Parents,Together,Bachelor,Bachelor,Father,Business,Freelance,1590000,3,4,4,3.5,3.5,3,3.5,2,2.5,3.5,1,3.19,Yes,No,High
0934,2018,1,Female,19,19,BKK,Urban,Home,62,Wifi,8000,Vocational School,BKK,BKK10,1.5,2,2,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,320000,1,1.5,1.5,1.5,1,0.5,1,1,0,1.5,4,1.76,No,No,No
0935,2018,2,Female,18,18,BKK,Urban,Home,39,Mobile,7000,Vocational School,BKK,BKK9,2.75,2.75,2.25,3,3,Parents,Together,Bachelor,Bachelor,Father,Business,Business,280000,2.5,2.5,3.5,3,2.5,2.5,3.5,2.5,1.5,2.5,2,2.73,No,No,No
0936,2018,3,Female,19,19,BKK,Urban,Home,63,Wifi,13000,High School,BKK,BKK9,3.5,3.25,3.5,3,3,Parents,Together,Bachelor,Vocational,Mother,Business,Freelance,1510000,3,3,3.5,3.5,3.5,2,3.5,4,4,3.5,2.5,3.26,No,No,High
0937,2018,2,Male,18,0,S,Rural,Apartment,40,Mobile,14000,High School,S,S3,2.75,2.25,3,2,3,Alone,Apart,Vocational,Vocational,Mother,Freelance,Private,560000,2.5,3,2.5,3,3,3,2.5,2.5,0.5,2.5,2,2.64,No,No,Medium
0938,2018,2,Male,18,18,BKK,Urban,Apartment,44,Mobile,5000,Vocational School,BKK,BKK6,1.75,2,1.75,2,3,Alone,Together,Vocational,High School,Father,Freelance,Freelance,190000,1.5,1,2,2,2.5,1,1.5,1,2,1.5,4,2.2,No,No,Medium
0939,2018,2,Male,18,18,BKK,Urban,Home,81,Wifi,15000,High School,BKK,BKK9,3.25,3,1.75,3.5,3,Parents,Together,Bachelor,Master,Father,Private,Private,1020000,3,2.5,2.5,3.5,3.5,3,4,3,2,4,4,3.2,No,No,Low
0940,2018,1,Female,18,18,BKK,Urban,Home,23,Wifi,13000,Vocational School,BKK,BKK4,3.5,2,3.75,3.25,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Freelance,Business,1560000,3,3.5,4,3.5,3,3,3.5,2.5,3,3.5,1,3.08,No,No,Low
0941,2018,2,Male,18,18,BKK,Urban,Home,72,Mobile,6000,High School,BKK,BKK1,3.25,3.5,3.75,3,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Freelance,270000,3.5,4,4,4,4,4,4,3,4,4,2,3.65,No,No,Low
0942,2018,1,Male,18,18,BKK,Urban,Home,27,Wifi,10000,Vocational School,BKK,BKK1,3,3.25,3.5,2.5,4,Parents,Together,Bachelor,Master,Father,Business,Public,700000,2.5,3.5,4,3,3.5,1,3,3,1,2.5,2.5,2.86,No,No,Medium
0943,2018,2,Male,18,0,E,Urban,Apartment,39,Mobile,7000,High School,E,E6,1.75,1.75,1.75,3.5,2,Alone,Apart,Primary,High School,Mother,Business,Freelance,790000,1.5,1.5,2,2,2,1.5,2.5,1.5,0.5,2,2,2.15,No,No,High
0944,2018,2,Male,18,18,BKK,Urban,Apartment,25,Mobile,4000,Vocational School,BKK,BKK6,1.75,1.75,1.75,1.75,3,Alone,Together,High School,Primary,Father,Business,Public,150000,1.5,1,1,2,2,1,1,1.5,0.5,1,2,1.65,No,No,High
0945,2018,2,Female,18,3,NE,Urban,Apartment,63,Wifi,4000,High School,NE,NE3,1.5,1.75,1.75,2.5,4,Alone,Together,High School,Vocational,Father,Private,Private,150000,1.5,1.5,2,2,3,1,2,2,1,1.5,2.5,2.13,No,No,High
0946,2018,2,Female,18,18,BKK,Urban,Apartment,24,Mobile,5000,Vocational School,BKK,BKK1,1.5,2,3,2.75,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Freelance,270000,1,1,0.5,1.5,2,0.5,1,1.5,1,1,2,1.48,No,No,Medium
0947,2018,3,Female,18,18,BKK,Urban,Home,68,Wifi,11000,High School,BKK,BKK10,2.75,2.75,3,2.5,2,Mom or Dad,Apart,High School,Vocational,Mother,Business,Business,630000,2.5,3,4,3,3,2,3,2.5,1.5,2.5,0,2.52,No,No,Low
0948,2018,2,Male,18,18,BKK,Urban,Home,64,Wifi,5000,Vocational School,BKK,BKK5,2,2.25,1.75,2,4,Parents,Together,High School,Vocational,Mother,Private,Business,560000,2,2.5,3.5,2.5,2,1.5,2.5,2,0.5,2.5,3.5,2.4,No,No,High
0949,2018,1,Female,18,3,BKK,Urban,Home,55,Mobile,9000,Vocational School,BKK,BKK3,3.25,2.75,3.5,3.75,3,Parents,Together,High School,Vocational,Father,Public,Public,350000,3,2.5,2,3.5,4,4,3,3,2,2.5,1.5,2.83,No,No,Low
0950,2018,2,Female,18,3,BKK,Urban,Home,116,Wifi,15000,High School,BKK,BKK2,3.25,3.5,3.5,3,4,Parents,Together,Bachelor,Vocational,Father,Public,Public,1750000,3.5,3,4,4,4,2,4,3.5,3,4,2,3.47,No,No,No
0951,2018,1,Male,18,18,BKK,Urban,Home,66,Wifi,11000,Vocational School,BKK,BKK2,3.25,2.75,3.5,2.25,3,Mom or Dad,Apart,High School,Primary,Mother,Freelance,Freelance,630000,2.5,2.5,3.5,3,2.5,1.5,2.5,2,1,2,0.5,2.4,No,No,Medium
0952,2018,2,Female,18,18,BKK,Urban,Apartment,55,Wifi,14000,High School,BKK,BKK6,2.75,3,1.75,3,3,Alone,Together,Vocational,Bachelor,Father,Freelance,Freelance,1360000,2.5,2,2.5,3,3,2,2.5,3,2,2.5,1,2.57,No,No,High
0953,2018,2,Male,18,3,E,Rural,Apartment,30,Mobile,8000,High School,E,E3,2.75,2.25,2.75,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Business,320000,2.5,2.5,3,3,3.5,1,2.5,3,1,3.5,1.5,2.66,No,No,Low
0954,2018,2,Female,19,19,BKK,Urban,Home,36,Wifi,10000,Vocational School,BKK,BKK10,2.5,2.25,2.25,2.75,3,Mom or Dad,Apart,Primary,High School,Father,Business,Business,380000,2.5,2,2.5,3,2.5,2.5,3,2,2,2.5,3,2.52,No,No,No
0955,2018,2,Male,19,4,E,Urban,Home,32,Wifi,9000,High School,BKK,BKK1,2.5,2.25,2.5,1.75,2,Mom or Dad,Apart,High School,Primary,Mother,Private,Business,850000,2,2.5,2,2.5,2.5,2,2.5,2,2,2,3,2.51,No,No,High
0956,2018,2,Male,18,0,NE,Rural,Apartment,13,Wifi,14000,High School,NE,NE4,3.5,3.75,3.5,3,3,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1680000,3,2.5,3,3.5,3.5,3.5,4,3,4,3,1.5,3.29,No,No,Medium
0957,2018,3,Female,18,0,E,Urban,Apartment,73,Wifi,2000,High School,E,E9,1.75,1.75,2,1.75,4,Alone,Together,High School,High School,Father,Private,Public,220000,1.5,1.5,1,2,3.5,2,1.5,2,0.5,2,0,1.96,No,No,Medium
0958,2018,1,Female,18,18,BKK,Urban,Home,83,Wifi,15000,Vocational School,BKK,BKK10,3.25,3,2.75,3,3,Parents,Together,High School,Primary,Father,Freelance,Business,1030000,3,3,2.5,3.5,3.5,3.5,3,3.5,3.5,3,0.5,2.94,No,No,Medium
0959,2018,2,Female,18,3,E,Urban,Apartment,80,Wifi,10000,High School,E,E3,3,2.5,2.5,3,4,Alone,Together,High School,High School,Father,Private,Freelance,1240000,3,3.5,3.5,3.5,3.5,3,3,3,2,3.5,2,3.08,No,No,Medium
0960,2018,3,Female,18,18,BKK,Urban,Home,54,Wifi,9000,High School,BKK,BKK8,3,2.5,2.5,3,3,Parents,Together,Vocational,Bachelor,Father,Private,Business,340000,2.5,2,1.5,3,4,3.5,2.5,2,2,3,2,2.69,No,No,Medium
0961,2018,2,Female,19,0,S,Urban,Apartment,45,Wifi,13000,High School,S,S3,3.25,3.75,3.5,3,3,Alone,Together,Bachelor,Vocational,Father,Freelance,Freelance,1550000,3,2.5,2.5,3.5,4,3.5,3,3.5,1.5,3.5,1,3.05,No,No,High
0962,2018,2,Male,18,3,E,Rural,Apartment,32,Wifi,12000,High School,BKK,BKK2,2.75,2.75,3.25,2.5,3,Roommates,Apart,Vocational,Vocational,Mother,Business,Private,490000,2.5,2.5,3.5,3,2.5,3,2.5,2,1.5,2.5,2.5,2.75,No,No,Medium
0963,2018,2,Female,18,3,BKK,Urban,Home,11,Wifi,9000,Vocational School,BKK,BKK2,2,2.25,2,1.75,3,Parents,Together,Primary,High School,Father,Private,Public,490000,2,2,2.5,2.5,2,1.5,2.5,2,2,1,3.5,2.4,No,No,High
0964,2018,3,Male,19,19,BKK,Urban,Apartment,24,Mobile,7000,High School,BKK,BKK9,1.5,1.75,1.75,2.5,3,Alone,Apart,Vocational,High School,Mother,Public,Freelance,290000,1.5,1,1.5,2,2.5,1,1.5,2.5,1,2.5,1,1.82,No,No,Medium
0965,2018,2,Male,19,19,BKK,Urban,Apartment,64,Mobile,8000,Vocational School,BKK,BKK2,2.5,2,3,2.5,3,Alone,Together,High School,Primary,Father,Private,Private,310000,2,2,2.5,2.5,2,1,2.5,2.5,1,3,4,2.61,No,No,Medium
0966,2018,2,Male,18,3,BKK,Urban,Home,51,Wifi,5000,Vocational School,BKK,BKK4,2,1.75,3.5,2,4,Parents,Together,Vocational,High School,Mother,Business,Business,190000,2,2,2,2.5,2,1.5,3,2,1,2.5,2.5,2.33,No,Yes,No
0967,2018,1,Female,18,18,BKK,Urban,Home,75,Mobile,12000,Vocational School,BKK,BKK6,3.5,4,1.75,2.25,3,Parents,Together,Vocational,High School,Father,Public,Public,1440000,3,2.5,2.5,3.5,2.5,2.5,3.5,2.5,3,3,2,2.86,No,No,Medium
0968,2018,3,Male,19,0,S,Rural,Apartment,68,Mobile,7000,High School,S,S7,2.5,2.5,2,2.5,3,Alone,Apart,Vocational,High School,Mother,Public,Freelance,330000,2,1,1,2.5,2,1.5,2,3,2,2,3,2.23,No,No,Medium
0969,2018,1,Male,18,3,BKK,Urban,Home,68,Wifi,13000,Vocational School,BKK,BKK3,3,3,3.25,2.75,5,Parents,Together,Vocational,Vocational,Mother,Private,Private,1550000,2.5,2,2.5,3,2.5,1.5,2.5,3,3,3.5,3.5,2.94,Yes,No,Medium
0970,2018,2,Female,19,0,E,Urban,Apartment,33,Wifi,11000,High School,E,E8,3.5,3.75,4,3.5,3,Alone,Together,Vocational,Bachelor,Father,Private,Freelance,1300000,3,3,3,3.5,4,3,3,3,1.5,3.5,1.5,3.04,No,No,High
0971,2018,1,Female,18,3,BKK,Urban,Home,23,Mobile,5000,Vocational School,BKK,BKK7,2.25,2.75,2,2.5,4,Parents,Together,High School,Primary,Father,Public,Private,180000,2,2,2,2.5,2.5,2,2.5,2.5,2,2.5,3.5,2.49,No,No,Medium
0972,2018,2,Female,18,18,BKK,Urban,Home,19,Mobile,5000,High School,BKK,BKK7,1.75,2.25,1.75,3,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,190000,1.5,1,1,2,1.5,2,2,1.5,0.5,1.5,2.5,1.83,No,No,High
0973,2018,3,Male,18,0,S,Rural,Apartment,64,Wifi,9000,High School,S,S8,1.5,2,1.75,1.5,3,Alone,Together,Bachelor,Vocational,Father,Private,Freelance,350000,1,1,1.5,1.5,1,1,1,1.5,1,1.5,3,1.84,No,No,Medium
0974,2018,3,Male,18,0,NE,Rural,Apartment,67,Mobile,9000,High School,NE,NE9,2.25,2,3.5,2.25,3,Alone,Together,Primary,Primary,Mother,Private,Business,340000,2,1,1.5,2.5,2.5,0.5,1.5,1.5,0,2.5,3,2,No,No,Medium
0975,2018,3,Male,19,0,E,Urban,Apartment,22,Mobile,6000,High School,E,E4,2,1.75,2.5,1.75,3,Alone,Together,Vocational,Vocational,Father,Business,Business,220000,1.5,1,1.5,2,2.5,2,1.5,1.5,0,1,4,2.13,No,No,Low
0976,2018,3,Male,18,0,E,Rural,Apartment,50,Mobile,12000,High School,BKK,BKK4,2,2.5,2,1.75,3,Alone,Together,High School,High School,Father,Private,Public,540000,2,1,0.5,2.5,2,2.5,2.5,2,1,3,3,2.37,No,No,Low
0977,2018,1,Male,18,18,BKK,Urban,Home,79,Wifi,8000,Vocational School,BKK,BKK8,3.25,3.5,3.5,3.5,3,Mom or Dad,Apart,High School,Vocational,Mother,Business,Freelance,970000,3,3,3.5,3.5,3,2.5,2.5,3.5,4,3,3.5,3.26,No,No,High
0978,2018,3,Male,18,18,BKK,Urban,Apartment,37,Wifi,4000,High School,BKK,BKK5,2.5,3,2.75,2,3,Alone,Together,Primary,High School,Mother,Public,Public,150000,2.5,2,1,3,3.5,3,2.5,2,1,2.5,3,2.49,No,No,High
