Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
924,2018,,Male,18,18,BKK,Urban,Home,65,Wifi,14000,Vocational School,BKK,BKK10,3.25,2.75,1.75,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,770000,3,3,3,1.5,2,4,3,3.5,3,3.5,3.5,3.13,No,No,Medium
925,2018,1,Female,18,18,,Urban,Apartment,22,WIFI,8000,Vocational School,BKK,BKK1,2,2.5,2.5,1.5,2,Alone,Apart,Master,Master,Mother,Freelance,Public,980000,2,1.5,1.5,1,2,0.5,2,2,1.5,3,2.5,2.01,No,No,Medium
926,2018,3,Female,18,18,BKK,Urban,Home,88,Wifi,6000,High School,BKK,BKK5,1.5,2,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,580000,1,1.5,1.5,0,1,0,1,1,1.5,1.5,2,1.71,No,No,Low
927,2018,3,Male,18,0,S,Rural,Apartment,90,Mobile,13000,High School,S,S6,2,2.25,2,2.25,4,Roommates,Together,Bachelor,Bachelor,Mother,Freelance,Private,740000,2,2,2.5,1,2,0.5,1.5,1.5,3,3,0.5,2.26,No,No,Low
928,2018,2,mAlE,18,18,BKK,,Home,29,Wifi,4000,High School,BKK,BKK7,3.25,3.75,3.25,3.5,3,Parents,Together,HighSchool,Bachelor,Father,Public,Business,150000,3,3,3,1.5,2,1,3,3,3,3.5,4,2.93,Yes,No,Medium
929,2018,,Male,18,18,BKK,Urban,Home,64,Wifi,15000,High School,BKK,BKK5,2.75,2.5,2.75,3.5,3,Parents,Together,Master,Bachelor,Mother,Freelance,Public,1490000,2.5,3.5,4,2,2.5,2.5,2.5,2.5,1.5,2.5,4,3.05,No,Yes,Low
930,2018,2,Female,18,18,BKK,Urban,Home,49,Wifi,15000,Vocational School,BKK,BKK4,2.5,2.25,3,2.75,3,Parents,Together,Bachelor,Bachelor,Father,Business,Business,680000,2,2,2,1,1.5,1.5,1.5,2.5,2,1.5,4,2.31,No,Yes,Medium
931,2018,2,Male,18,18,BKK,Urban,Home,19,WIFI,15000,Vocational School,BKK,BKK5,3.5,4,3.25,3,3,Parents,Together,Master,Master,Father,Private,Freelance,2590000,3,3,3.5,2,2.5,3,3.5,4,2,3,2.5,2.96,No,No,High
932,2018,2,Female,18,3,BKK,Urban,Home,21,Mobile,99000,High School,BKK,BKK2,3,3.25,3,2.5,3,Mom or Dad,Apart,HighSchool,HighSchool,Mother,Private,Private,480000,3,3,2.5,2,3.5,2.5,3.5,2.5,2.5,2.5,2,2.72,No,Yes,High
933,2018,2,Male,18,3,NE,Rural,Home,62,Wifi,7000,High School,NE,NE1,2.25,2.75,2.5,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Private,Private,840000,2,2.5,3,1,3,1,2,2,1,2,2.5,2.46,No,No,Low
934,2018,1,Female,18,18,BKK,Urban,Home,704,Wifi,15000,Vocational School,BKK,BKK1,3,3,2.5,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Public,Business,3330000,3,2,3.5,2,3.5,3.5,4,3.5,2,3,2,2.94,Yes,No,Medium
935,,1,Female,18,18,BKK,Urban,Apartment,56,Mobile,6000,Vocational School,BKK,BKK10,3.5,4,3,1.5,4,Roommates,Together,Bachelor,Bachelor,Father,Freelance,Public,680000,3,3,3.5,2,2.5,3.5,3.5,2.5,3,3,0.5,2.83,No,No,Medium
936,2018,2,Male,18,3,BKK,Urban,,40,Mobile,14000,Vocational School,BKK,BKK4,2.25,2,1.75,2.25,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Public,1410000,2,2,1.5,1,1,0,2,2.5,3,1.5,2.5,2.17,No,No,No
937,2018,2,Female,18,3,BKK,Urban,Home,9,Wifi,10000,Vocational School,BKK,BKK7,2,2.25,1.75,2,5,Parents,Together,Bachelor,Bachelor,Father,Private,Business,580000,1.5,1.5,3,0.5,1.5,1.5,1.5,1,0,2,3,1.88,No,No,Medium
938,2018,1,Male,18,18,BKK,Urban,Home,20,Wifi,15000,Vocational School,BKK,BKK6,2.75,3,3.25,2.25,4,Parents,Together,Master,Bachelor,Father,Freelance,Business,3250000,2.5,3,3,1,2,3,2.5,2,1.5,4,4,2.9,No,No,High
939,2018,3,Male,18,18,BKK,Urban,Apartment,38,Wifi,15000,High School,BKK,BKK5,3.5,4,3.25,3,4,Alone,Together,Master,Bachelor,Father,Freelance,Business,3290000,3,3.5,4,1.5,3,2,3.5,3,2.5,3,2,3.04,No,No,High
940,,2,Male,18,0,E,Urban,Apartment,61,Mobile,15000,High School,BKK,BKK6,3,3.5,3,2.5,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,600000,3,2,2.5,2.5,3,2,3.5,3,2,3,3,2.82,No,No,No
941,2018,1,Female,18,18,BKK,Urban,Home,78,Wifi,15000,Vocational School,BKK,BKK8,3.25,3.25,2.75,1.5,4,Parents,Together,Bachelor,Master,Father,Public,Business,3110000,3,2.5,2,2,3,2.5,3,3,2,3,3,2.92,Yes,No,Medium
942,2018,1,Male,18,18,BKK,Urban,Home,717,Wifi,15000,Vocational School,BKK,BKK3,3.5,3.25,3.75,3.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,2960000,3.5,3,3,2.5,4,3,3.5,3.5,1.5,4,2.5,3.22,No,No,Low
943,2018,2,mAlE,18,0,E,Rural,Apartment,81,Wifi,11000,High School,E,E4,2,1.75,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,850000,2,2.5,3.5,0.5,1,1,1.5,3,1,1.5,3,2.28,No,No,No
944,2018,3,Male,18,18,BKK,Urban,Home,42,Wifi,11000,High School,BKK,BKK1,1.75,1.75,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Private,990000,1.5,1,0.5,1,2,1.5,2.5,1.5,0,1,1.5,1.8,No,No,Medium
945,2018,2,Male,18,18,BKK,Urban,Home,58,Wifi,70000,Vocational School,BKK,BKK8,1.75,1.75,2,2,4,Parents,Together,HighSchool,Bachelor,Father,Private,Public,480000,1.5,2,3,1,2,0.5,1.5,1,2,1,1,1.96,No,No,Medium
946,2018,1,Female,18,18,BKK,Urban,Home,87,Wifi,9000,Vocational School,BKK,BKK7,2.75,3.5,3.25,3.25,4,Parents,Together,Master,Master,Mother,Private,Private,1060000,2.5,2.5,3,1.5,2,2.5,2.5,2,2,3.5,2.5,2.66,No,No,High
947,2018,2,Male,19,19,BKK,Urban,Home,47,Wifi,15000,Vocational School,BKK,BKK9,2.75,3,3.25,3,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,1930000,2.5,2,2,1.5,3,0.5,2.5,2.5,1.5,1.5,2,2.23,No,No,Medium
948,2018,3,Female,,0,S,Urban,Apartment,84,Wifi,10000,High School,S,S5,3,3,3,3,2,Alone,Apart,Bachelor,Bachelor,Mother,Private,Public,1190000,2.5,3,3,2,2.5,3,2.5,2.5,2,2.5,3,2.9,No,No,High
949,2018,3,Male,,0,S,Urban,Apartment,53,Wifi,15000,High School,BKK,BKK5,1.75,1.75,2,2,3,Alone,Together,Master,Master,Father,Freelance,Business,3830000,1.5,2.5,2,0.5,1.5,1.5,2,1,0,2.5,4,2.15,No,No,Low
950,2018,2,Female,18,18,BKK,Urban,Home,28,Wifi,15000,Vocational School,BKK,BKK3,2.75,2.75,2.25,3.25,3,Parents,Together,Bachelor,Master,Mother,Private,Public,620000,2.5,1.5,1.5,1.5,2.5,3.5,3,2,2.5,2.5,3.5,2.77,No,Yes,Medium
951,2018,2,Female,18,3,BKK,Urban,Home,52,Wifi,13000,Vocational School,BKK,BKK7,2,2.25,2,2,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,820000,2,1.5,1,1,1,0,2,2.5,1,2,2.5,1.9,No,No,No
952,2018,3,Female,,0,,Rural,Apartment,37,Wifi,8000,High School,E,E5,2,2.25,1.5,2,3,Roommates,Together,Bachelor,Master,Mother,Private,Freelance,940000,1.5,1.5,2.5,0.5,2,0,2,2,0.5,2,3.5,1.88,No,No,Medium
953,2018,2,Female,18,18,BKK,Urban,Home,16,Wifi,15000,Vocational School,BKK,BKK3,3.25,1.5,2.75,3.75,4,Parents,Together,Master,Master,Father,Public,Private,2760000,3,3,3,2,2.5,1,3.5,3.5,2.5,3,0.5,2.59,No,No,High
954,2018,3,Female,18,0,E,Urban,Apartment,1056,Wifi,11000,High School,E,E5,2.25,2.75,2.5,2.75,3,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,1150000,2,1.5,1.5,1,2.5,1,2,2.5,1.5,2.5,2,2.28,No,No,No
955,2018,2,Male,18,0,E,Urban,,52,Wifi,8000,High School,E,E3,3.5,3.75,3.75,4,4,Roommates,Together,Bachelor,Bachelor,Father,Public,Private,900000,3.5,3.5,4,3,4,1,4,3.5,2.5,4,1.5,3.3,No,No,Low
956,2018,2,Male,18,18,BKK,Urban,Home,88,Wifi,10000,Vocational School,BKK,BKK3,3,2.5,3,3.25,4,Parents,Together,Bachelor,Master,Father,Freelance,Public,1170000,2.5,3,2.5,1.5,2.5,3.5,3,2.5,2.5,3.5,1,2.73,No,No,High
957,2018,3,Male,18,3,BKK,Urban,Home,32,Wifi,15000,High School,BKK,BKK6,3.5,3.5,3.5,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,3290000,3,2.5,2.5,2.5,3.5,2,2.5,2.5,2.5,3,3.5,2.97,No,No,Medium
958,2018,2,Male,19,4,BKK,Urban,Home,36,WIFI,15000,High School,BKK,BKK10,3,3,2.75,3.25,3,Mom or Dad,Apart,Master,Bachelor,Father,Public,Freelance,1060000,3,3,3,2,2.5,3.5,2.5,3,2,4,2.5,2.99,No,No,Low
959,2018,3,Male,,0,S,Rural,Apartment,14,Wifi,9000,High School,S,S3,2,1.75,2,2,2,Alone,Apart,Master,Bachelor,Mother,Public,Freelance,1110000,2,2.5,2,1,2,2.5,2,2,0.5,1.5,4,2.21,No,No,Low
960,2018,,Female,18,0,S,Urban,Apartment,43,Wifi,15000,Vocational School,S,S2,3.5,3,4,3.75,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,2790000,3.5,4,4,2.5,4,3.5,4,3.5,3,3.5,3,3.57,No,No,Medium
961,,2,Male,18,18,BKK,Urban,Apartment,9,Wifi,79000,Vocational School,BKK,BKK8,1.75,2.25,2,2,3,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Business,690000,1.5,1,0.5,0.5,2,1.5,2,2,1.5,2,1,1.71,No,No,Low
962,2018,1,Male,18,18,BKK,Urban,,58,Wifi,15000,Vocational School,BKK,BKK4,1.5,1.75,1.75,1.75,3,Parents,Together,Master,Bachelor,Father,Private,Public,980000,1.5,1,2,0,1.5,1,2,2,0.5,2,1.5,1.76,No,No,No
963,2018,1,Female,19,4,BKK,,Home,53,Wifi,8000,Vocational School,BKK,BKK3,2.5,2,2.25,2,4,Parents,Together,Master,Bachelor,Mother,Public,Private,680000,2.5,2.5,3.5,2,3,1,3,2.5,2.5,3.5,4,2.97,Yes,Yes,Low
964,2018,2,Male,18,0,S,Rural,Apartment,118,Mobile,7000,High School,S,S8,2.5,2.75,3,3,4,Alone,Together,Bachelor,Bachelor,Father,Private,Business,780000,2,2,3,1,1,1.5,2.5,2,1.5,2,2.5,2.25,No,No,Low
965,,2,Female,,18,BKK,Urban,Home,70,Mobile,7000,High School,BKK,BKK1,1.75,2,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Public,510000,1.5,1.5,2.5,1,2.5,1.5,1.5,2,1,1.5,2.5,2.2,No,No,Medium
966,2018,2,Male,18,3,S,,Apartment,82,Mobile,7000,High School,S,S10,2.25,2.25,2.25,2.5,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,750000,2,2,2,1.5,2,2.5,2,2,1.5,3,1.5,2.37,No,No,Low
967,2018,3,Male,18,,BKK,Urban,Home,85,Wifi,13000,High School,BKK,BKK10,2.5,2.25,2.25,2.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,730000,2.5,3.5,3.5,2,3,1.5,3,3,1.5,2.5,3,2.82,No,No,Medium
968,2018,3,Female,18,18,BKK,Urban,Home,14,Mobile,12000,High School,BKK,BKK2,3.5,4,1.75,2,3,Parents,Together,Bachelor,Primary,Father,Public,Private,480000,2.5,2,3,1.5,2.5,2,2.5,2.5,1,3,1,2.4,No,No,No
969,2018,1,mAlE,18,18,BKK,Urban,Apartment,14,Wifi,14000,Vocational School,BKK,BKK9,3,3.5,3,3.25,3,Alone,Apart,Bachelor,Bachelor,Mother,Public,Public,1610000,3,2,2,2.5,2.5,3.5,2.5,3,2.5,3,3,2.8,No,No,Medium
970,2018,2,Female,18,3,BKK,Urban,Home,96,Wifi,15000,High School,BKK,BKK10,2.25,2.25,2.5,2.75,3,Parents,Together,Master,Master,Mother,Private,Private,780000,2,1,2,1,1.5,2,2,1.5,2,1,2,2.03,No,Yes,No
971,2018,2,Female,18,3,BKK,Urban,Home,79,Wifi,15000,Vocational School,BKK,BKK8,2.5,2,2.25,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Business,3260000,2.5,2.5,3,1.5,2,1.5,3,2.5,2,2.5,2.5,2.58,No,No,No
972,2018,2,Female,18,18,BKK,Urban,Home,5,Wifi,15000,Vocational School,BKK,BKK7,1.75,1.75,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,2810000,1.5,1,1.5,1,2.5,1.5,1.5,2,2.5,1,1.5,1.96,No,No,Low
973,2018,2,Female,18,18,BKK,Urban,Home,32,Wifi,12000,Vocational School,BKK,BKK2,1.75,3,2.25,1.75,3,Parents,Together,Master,Bachelor,Father,Freelance,Private,700000,1.5,1.5,2,0,1,0,1.5,2,1.5,1.5,1,1.67,No,No,Medium
974,,3,Female,18,0,S,Urban,Apartment,65,Wifi,12000,High School,S,S1,2.75,2.5,2.75,1.75,4,Alone,Together,Master,Bachelor,Mother,Private,Private,1300000,3,2,2.5,2.5,4,2,3,3.5,2,3,2.5,2.93,No,No,Medium
975,2018,1,Male,18,3,BKK,Urban,Home,55,Wifi,12000,Vocational School,BKK,BKK10,3.5,4,2.25,3,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,730000,3,3,4,2.5,4,2,3.5,2.5,4,3.5,1,3.11,Yes,Yes,Medium
976,2018,2,Female,18,18,BKK,Urban,Home,81,Wifi,6000,Vocational School,BKK,BKK9,1.5,1.75,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Public,750000,1.5,0.5,1,0.5,1,1,1.5,2,0,2.5,2,1.84,No,No,Low
977,2018,,,18,18,BKK,Urban,Home,648,Wifi,14000,Vocational School,BKK,BKK8,2.75,2.25,2.5,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,540000,2.5,2,1.5,2,3,2,2.5,3,1.5,2,0.5,2.48,No,No,High
978,2018,1,Female,19,19,BKK,Urban,Home,30,Mobile,13000,Vocational School,BKK,BKK9,3.5,3.5,4,2.5,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,530000,3,3,3,2,2,2.5,3,3.5,1.5,3,2.5,2.88,No,Yes,Medium
979,2018,2,Male,18,0,E,Urban,Apartment,9,Wifi,13000,High School,E,E3,2.25,2,1.75,2,3,Alone,Apart,Bachelor,Bachelor,Father,Public,Private,1610000,2,1.5,2,1.5,3,3,2.5,2,2,2,4,2.54,No,No,High
980,2018,3,Female,18,18,BKK,Urban,Apartment,62,Wifi,15000,High School,BKK,BKK1,2,2,1.75,2.5,2,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Private,690000,1.5,0.5,1,1,2,0,2,1,2,1,3.5,1.95,No,No,No
981,2018,2,Female,18,18,BKK,Urban,Home,41,WIFI,11000,,BKK,BKK5,2,1.75,2.25,2.5,3,Parents,Together,Bachelor,Master,Father,Public,Public,850000,1.5,1.5,0.5,0.5,1,0.5,2.5,2,1,1.5,2,1.74,No,No,Medium
982,2018,2,,,18,BKK,Urban,Home,16,Wifi,9000,High School,BKK,BKK2,2.25,2.25,2.75,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,540000,2,1.5,2,1,3,1.5,1.5,2,2,2.5,2.5,2.17,No,Yes,Low
983,2018,2,Female,18,18,,Urban,Home,86,Wifi,12000,Vocational School,BKK,BKK6,1.5,2,3,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Freelance,850000,1.5,1,1,0.5,1.5,1,2,1.5,0.5,2.5,2.5,1.85,No,No,No
984,2018,2,,19,19,BKK,Urban,Home,31,Wifi,14000,Vocational School,BKK,BKK4,2.5,2,2.25,2.5,3,Parents,Together,Bachelor,HighSchool,Father,Private,Private,540000,2,2,3,1,2,1.5,2,2,1,3,3.5,2.36,No,Yes,Medium
985,2018,2,Male,,18,BKK,Urban,Home,24,Mobile,12000,,BKK,BKK10,1.75,1.75,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,470000,1.5,1,1.5,0.5,1,1.5,1.5,2,1,1.5,2,1.95,No,No,Medium
986,,3,Female,18,18,BKK,Urban,Home,82,Wifi,15000,High School,BKK,BKK5,3.5,3.5,3.75,4,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Business,3350000,3,2.5,3,2,2.5,3.5,3,3,2.5,3.5,3.5,3.06,Yes,No,Low
987,2018,3,Female,18,,E,Urban,Apartment,89,Mobile,7000,Vocational School,E,E10,3.5,3.25,3.5,3,3,Roommates,Apart,Bachelor,Bachelor,Mother,Private,Private,560000,3,3.5,4,2,2.5,3,3,2.5,2.5,3,2,3,No,No,Medium
988,2018,2,Male,18,18,BKK,Urban,Home,6,Wifi,15000,Vocational School,BKK,BKK2,2,2.25,2.5,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,610000,1.5,1.5,2,0.5,1.5,1.5,2.5,2,1,1.5,3,1.93,No,No,Medium
989,,,Female,19,0,S,Rural,Apartment,828,Wifi,8000,High School,S,S9,1.5,1.75,2,2,4,Alone,Together,Bachelor,Bachelor,Father,Business,Private,980000,1,1,1.5,0.5,1,1.5,1.5,1,0,1,4,1.6,No,No,Low
990,2018,2,Male,19,19,BKK,Urban,Home,26,Wifi,7000,High School,BKK,BKK9,3.25,2.75,2.75,3,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,780000,3,2,3,2.5,4,3.5,3,3,1.5,4,3.5,3.11,No,No,High
991,2018,2,mAlE,,0,S,Urban,Apartment,72,Wifi,15000,High School,BKK,BKK10,1.5,1.75,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Private,Private,1750000,1,1,1.5,0.5,1,1,1,1.5,0,1,3,1.61,No,No,Medium
991,2018,2,Male,19,0,S,Urban,Apartment,72,wIFI,15000,High School,BKK,BKK10,1.5,1.75,1.75,1.75,3,Alone,Together,Master,Bachelor,Father,Freelance,Private,1750000,1,1,1.5,0.5,1,1,1,1.5,0,1,3,1.61,No,No,Medium
992,2018,2,Male,19,4,BKK,Urban,Apartment,56,Wifi,15000,Vocational School,BKK,BKK2,2.75,2.75,3,2,3,Alone,Together,Master,Bachelor,Father,Public,Business,3250000,2.5,2.5,2.5,2,3.5,0,2.5,2.5,2.5,3.5,4,2.86,No,No,Low
993,2018,2,Female,18,18,BKK,Urban,Home,78,Wifi,11000,High School,BKK,BKK10,1.75,1.75,2,2,3,Mom or Dad,Apart,Bachelor,Master,Mother,Business,Private,860000,2,2,2.5,1,1.5,1.5,2,2.5,2,1,2,2.02,No,No,No
994,2018,2,Male,18,18,BKK,Urban,Home,48,Wifi,9000,High School,BKK,BKK9,2,2.5,2.25,2.5,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,1060000,1.5,2,3,0.5,1,0.5,2,1.5,1,2,3,1.94,No,No,No
995,2018,2,,19,4,BKK,Urban,Home,37,Wifi,15000,Vocational School,BKK,BKK6,1.5,1.75,1.75,2,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Business,3150000,1,1.5,2.5,0,1.5,1,1.5,1,0.5,1,3,1.64,No,No,Low
996,2018,2,Female,18,3,BKK,Urban,Home,789,WIFI,6000,Vocational School,BKK,BKK9,1.5,1.75,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Public,760000,1.5,2,2,0.5,1,1.5,2,1.5,1,1.5,4,1.91,No,No,Low
997,,,mAlE,18,18,BKK,Urban,Home,87,Wifi,7000,High School,BKK,BKK9,3,2.5,3.25,3.5,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,870000,3,3,3,2.5,4,3,3.5,3.5,2.5,3,1.5,3.17,No,No,High
998,2018,2,Male,18,3,BKK,Urban,Home,32,Mobile,15000,Vocational School,BKK,BKK4,2.5,2.25,2.25,2.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,1890000,2,2,2,2,3.5,1,2.5,2,1.5,2,3,2.5,No,No,Low
999,2018,1,Male,18,18,BKK,Urban,Home,120,Wifi,8000,Vocational School,BKK,BKK8,3.5,1.5,3.5,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Public,680000,3,2.5,3.5,1.5,2.5,1,3.5,3,2.5,3,4,3.01,Yes,Yes,Medium
1000,2018,2,Female,18,3,S,Urban,Apartment,39,Wifi,8000,High School,S,S10,2.75,2.75,2.5,2.75,3,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Private,850000,2.5,3,3,1.5,2,3.5,2.5,3,2.5,2.5,1.5,2.83,No,No,Medium
1001,2018,2,Male,18,18,BKK,Urban,Home,38,Wifi,15000,Vocational School,BKK,BKK3,3.25,3.25,3.5,2.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Father,Private,Freelance,1870000,2.5,2,2,1.5,3,2.5,3,2.5,2,3,2.5,2.64,No,No,Medium
1002,2018,1,mAlE,18,18,BKK,Urban,Home,79,Wifi,10000,Vocational School,BKK,BKK1,3.25,3.25,2,3.75,3,Relatives,Apart,Bachelor,Master,Mother,Public,Private,780000,3,2.5,2.5,2,3,1,3.5,3.5,2.5,3,3,2.88,Yes,Yes,Medium
1003,2018,3,Female,18,0,E,Urban,Apartment,52,Wifi,8000,High School,E,E10,1.5,2,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Public,Private,990000,1,1,1,0,1,0,1.5,0.5,0,1.5,2.5,1.31,No,No,No
1004,2018,2,mAlE,,18,BKK,Urban,Apartment,23,Wifi,13000,Vocational School,BKK,BKK3,2.75,3,3,2.25,3,Alone,Together,Master,Bachelor,Father,Public,Private,1550000,2.5,2,3,1.5,2.5,2,2.5,3,3.5,2.5,0.5,2.47,No,No,Medium
1005,2018,,Male,18,18,BKK,Urban,Home,113,Mobile,11000,High School,BKK,BKK9,2,2,2.5,2,3,Parents,Together,Bachelor,Bachelor,Father,Private,Public,720000,1.5,1,2.5,0.5,1.5,0.5,2,1,0,2.5,2,1.78,No,No,Low
1006,2018,2,Male,18,,E,Urban,Apartment,54,Wifi,9000,High School,E,E8,2.75,3,2.25,2.75,3,Alone,Apart,Bachelor,Master,Mother,Private,Public,1030000,2.5,3.5,3.5,2,3,2,3,2.5,2.5,3.5,2,3.05,No,No,High
1007,2018,3,Male,18,,NE,Urban,Apartment,35,Wifi,14000,High School,NE,NE2,2.5,2.75,2.25,2,3,Alone,Together,Bachelor,Master,Mother,Private,Freelance,1060000,2.5,2.5,2,1.5,2,2,3,3,2.5,2.5,0,2.44,No,No,High
1008,,2,,,3,BKK,Urban,Home,18,Mobile,10000,High School,BKK,BKK8,2,2,2,2.5,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Freelance,390000,2,2,3,1.5,1.5,1.5,2,1.5,1,3,2,2.12,No,No,Medium
1009,2018,2,mAlE,18,3,BKK,Urban,Home,58,Wifi,15000,High School,BKK,BKK2,1.5,1.75,1.75,1.75,4,Parents,Together,Bachelor,Master,Father,Private,Public,850000,1.5,1,1,0,1,1,1.5,0.5,2,2.5,1.5,1.59,No,No,Low
1010,2018,2,Female,19,0,NE,Urban,Apartment,73,Mobile,104000,High School,NE,NE9,2.75,2.75,2.25,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,710000,2.5,2.5,3.5,2,2.5,1,2,3,3,3,2,2.73,No,No,High
1011,2018,2,Female,18,0,E,Urban,Apartment,81,wIFI,10000,High School,E,E10,1.75,2.25,1.75,1.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,1200000,1,1,2,0.5,1,0.5,1.5,1,0.5,0,2.5,1.7,No,No,Low
1012,2018,2,Female,18,3,S,Urban,Apartment,7,Mobile,10000,High School,S,S2,2.75,3.25,2.5,3.25,3,Alone,Together,Bachelor,HighSchool,Mother,Private,Private,390000,2.5,3,4,1.5,3,1,3,2.5,2,3,2,2.79,Yes,No,High
1013,2018,2,mAlE,18,0,S,Urban,Home,665,Wifi,10000,High School,S,S3,2.5,2.75,2.25,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,1060000,2.5,1.5,2,2,3.5,2,2.5,2,1,3,3,2.57,No,No,High
1014,2018,3,Male,18,0,E,Urban,Apartment,29,Wifi,15000,Vocational School,E,E2,3,3.25,3.25,2.75,3,Roommates,Together,Master,Bachelor,Mother,Private,Freelance,1570000,2.5,2.5,3,1.5,2.5,2,2.5,2.5,2,2,3.5,2.75,No,No,Medium
1015,2018,,mAlE,18,3,BKK,Urban,Home,85,Wifi,9000,High School,BKK,BKK3,1.5,2,2,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,600000,1.5,1.5,2.5,0,0.5,0.5,1.5,1.5,0,1.5,4,1.91,No,No,No
1016,2018,2,Female,18,18,BKK,Urban,Home,70,Wifi,14000,High School,BKK,BKK3,3,2.75,3,2.75,4,Parents,Together,Master,Bachelor,Mother,Private,Public,1640000,3,3,3.5,2.5,3.5,2.5,3,2,2,2.5,0,2.69,No,No,Medium
1017,2018,2,Male,18,3,E,Urban,Apartment,51,Wifi,14000,High School,E,E4,2,2.5,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1660000,2,2,2,1.5,3,0.5,2.5,2.5,1,2,3.5,2.3,No,No,Medium
1018,2018,1,Female,18,18,BKK,Urban,Home,25,Wifi,15000,Vocational School,BKK,BKK4,3.25,2.75,3,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,2630000,3.5,3.5,4,2.5,4,3.5,4,4,2.5,4,3,3.59,No,No,High
1019,2018,2,Male,18,18,BKK,Urban,Home,78,Wifi,10000,High School,BKK,BKK9,1.5,2,1.75,1.75,4,Parents,Together,Bachelor,Master,Father,Public,Private,1200000,1.5,1,0.5,0.5,0.5,2.5,1.5,1,0,2.5,4,1.71,No,No,Medium
1020,2018,2,Female,18,0,E,,Apartment,42,Wifi,14000,High School,E,E6,1.75,1.75,1.75,1.75,3,Roommates,Together,Bachelor,Bachelor,Father,Private,Private,1630000,1.5,1.5,2,0.5,1.5,1,2,1.5,1.5,0.5,2.5,1.95,No,No,No
