Student_ID,Year_of_Entry,TCAS_channels,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry.1,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
903,2018.0,2.0,18.0,BKK,Urban,Apartment,41,wifi,9000,High School,BKK,BKK8,2.25,2.25,3.25,2.25,2,Alone,Apart,Master,Doctoral,Mother,Business,Freelance,960000,2.0,2.0,2.0,1.0,2.0,1.0,2.5,2.0,1.5,2.0,2.0,2.24,No,No,No
905,2018.0,1.0,18.0,BKK,Urban,Apartment,7,mobile,9000,Vocational School,BKK,BKK2,3.25,3.75,3.25,3.25,3,Alone,Together,Bachelor,Vocational,Father,Business,Public,750000,3.0,3.0,3.5,2.0,3.0,3.5,3.5,2.5,2.0,4.0,2.5,3.15,No,No,Medium
906,2018.0,2.0,18.0,BKK,Urban,Home,45,wifi,15000,High School,BKK,BKK9,1.5,1.75,1.75,1.75,4,Parents,Together,Doctoral,Doctoral,Father,Freelance,Public,730000,1.5,0.5,0.0,0.5,1.0,1.5,2.0,1.0,1.0,1.5,1.0,1.56,No,No,Low
907,2018.0,3.0,18.0,BKK,Urban,Home,46,wifi,15000,High School,BKK,BKK4,1.75,1.75,1.75,1.75,2,Mom or Dad,Apart,Master,Doctoral,Mother,Public,Private,640000,1.0,1.0,0.5,0.0,1.0,1.0,1.5,1.5,0.5,1.0,1.0,1.28,No,No,Low
908,2018.0,3.0,18.0,BKK,Urban,Home,41,mobile,15000,High School,BKK,BKK10,3.5,3.0,4.0,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,3350000,3.0,3.0,3.5,3.0,3.5,2.0,3.5,3.5,1.0,3.0,1.5,3.09,No,No,Low
909,2018.0,3.0,18.0,BKK,Urban,Home,83,wifi,15000,High School,BKK,BKK10,1.75,2.25,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,3010000,1.5,0.5,1.0,0.0,0.0,1.5,1.5,2.0,1.0,1.0,3.5,1.82,No,No,No
910,2018.0,1.0,18.0,BKK,Urban,Home,11,wifi,13000,Vocational School,BKK,BKK9,3.0,3.0,2.75,2.75,4,Parents,Together,Bachelor,Master,Father,Public,Private,1610000,3.0,4.0,4.0,2.5,4.0,1.5,3.0,3.5,3.0,3.0,3.0,3.24,No,No,Medium
911,2018.0,3.0,18.0,BKK,Urban,Home,62,wifi,13000,High School,BKK,BKK6,3.25,3.5,3.0,3.75,3,Parents,Together,Doctoral,Doctoral,Father,Public,Freelance,610000,3.0,2.0,1.5,2.5,4.0,2.0,3.0,3.0,2.5,2.5,4.0,2.81,No,Yes,Medium
912,2018.0,2.0,3.0,BKK,Urban,Apartment,46,wifi,8000,Vocational School,BKK,BKK6,3.0,2.5,2.5,3.0,3,Roommates,Together,Master,Bachelor,Father,Business,Freelance,810000,3.0,3.0,3.0,2.0,2.5,1.5,3.0,3.0,2.0,3.0,1.5,2.73,No,No,High
913,2018.0,2.0,18.0,BKK,Urban,Home,21,mobile,7000,Vocational School,BKK,BKK9,3.25,3.75,3.5,3.5,4,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,510000,3.0,3.5,4.0,2.0,2.5,2.0,3.5,4.0,3.0,3.0,3.5,3.22,Yes,No,No
914,2018.0,3.0,0.0,S,Urban,Apartment,23,wifi,8000,High School,S,S8,1.5,1.75,1.75,2.5,3,Alone,Together,Bachelor,Bachelor,Father,Private,Public,930000,1.5,1.0,2.5,0.5,1.0,2.5,2.0,1.0,0.0,1.0,2.0,1.68,No,No,Low
915,2018.0,3.0,18.0,BKK,Urban,Home,110,wifi,15000,High School,BKK,BKK8,2.5,2.75,2.5,2.75,3,Parents,Together,Bachelor,Master,Mother,Freelance,Business,2520000,2.5,3.0,3.5,1.5,2.5,2.0,2.5,2.5,1.0,2.0,2.5,2.72,No,No,Medium
916,2018.0,1.0,0.0,NE,Rural,Apartment,82,wifi,8000,Vocational School,BKK,BKK9,2.75,2.25,3.0,3.25,3,Alone,Apart,Master,Bachelor,Mother,Business,Business,870000,2.0,2.0,2.0,1.0,1.5,0.5,2.5,2.5,0.0,1.5,3.0,1.93,No,No,Medium
917,2018.0,2.0,18.0,BKK,Urban,Apartment,46,wifi,12000,Vocational School,BKK,BKK5,2.0,2.0,2.0,3.5,3,Alone,Together,Bachelor,Master,Mother,Business,Private,1140000,1.5,1.0,1.0,0.5,1.0,0.0,2.5,2.0,0.5,1.5,3.0,1.84,No,No,Low
919,2018.0,2.0,3.0,BKK,Urban,Home,11,wifi,6000,Vocational School,BKK,BKK8,2.0,1.75,2.25,2.5,5,Parents,Together,Bachelor,Bachelor,Father,Business,Freelance,730000,1.5,1.0,1.5,0.0,1.0,1.0,1.5,1.5,1.5,1.5,3.0,1.8,No,No,High
920,2018.0,2.0,18.0,BKK,Urban,Apartment,33,wifi,15000,High School,BKK,BKK6,3.5,3.75,3.0,4.0,3,Alone,Together,Doctoral,Doctoral,Father,Business,Public,2490000,2.5,2.5,3.0,1.5,2.0,2.0,3.0,3.0,1.5,3.0,2.0,2.68,No,No,Medium
922,2018.0,3.0,18.0,BKK,Urban,Home,16,wifi,11000,High School,BKK,BKK3,3.0,2.5,3.0,3.5,4,Parents,Together,Master,Doctoral,Father,Public,Business,1270000,3.0,2.5,2.5,1.5,3.0,2.0,3.5,3.5,2.5,2.5,2.0,2.74,No,No,No
923,2018.0,1.0,18.0,BKK,Urban,Home,45,wifi,15000,Vocational School,BKK,BKK7,3.5,3.25,3.5,3.75,3,Parents,Together,Master,Doctoral,Father,Freelance,Public,3240000,3.0,3.5,4.0,2.0,3.0,3.5,3.0,3.0,2.0,2.5,3.5,3.21,No,No,No
925,2018.0,1.0,18.0,BKK,Urban,Apartment,22,wifi,8000,Vocational School,BKK,BKK1,2.0,2.5,2.5,1.5,2,Alone,Apart,Master,Doctoral,Mother,Public,Public,980000,2.0,1.5,1.5,1.0,2.0,0.5,2.0,2.0,1.5,3.0,2.5,2.01,No,No,No
926,2018.0,3.0,18.0,BKK,Urban,Home,88,wifi,6000,High School,BKK,BKK5,1.5,2.0,2.0,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Business,580000,1.0,1.5,1.5,0.0,1.0,0.0,1.0,1.0,1.5,1.5,2.0,1.71,No,No,High
927,2018.0,3.0,0.0,S,Rural,Apartment,90,mobile,13000,High School,S,S6,2.0,2.25,2.0,2.25,4,Roommates,Together,Master,Bachelor,Mother,Private,Freelance,740000,2.0,2.0,2.5,1.0,2.0,0.5,1.5,1.5,3.0,3.0,0.5,2.26,No,No,Medium
928,2018.0,2.0,18.0,BKK,Urban,Home,29,wifi,4000,High School,BKK,BKK7,3.25,3.75,3.25,3.5,3,Parents,Together,Vocational,Vocational,Father,Private,Private,150000,3.0,3.0,3.0,1.5,2.0,1.0,3.0,3.0,3.0,3.5,4.0,2.93,Yes,No,Low
930,2018.0,2.0,18.0,BKK,Urban,Home,49,wifi,15000,Vocational School,BKK,BKK4,2.5,2.25,3.0,2.75,3,Parents,Together,Bachelor,Master,Father,Private,Business,680000,2.0,2.0,2.0,1.0,1.5,1.5,1.5,2.5,2.0,1.5,4.0,2.31,No,Yes,High
931,2018.0,2.0,18.0,BKK,Urban,Home,19,wifi,15000,Vocational School,BKK,BKK5,3.5,4.0,3.25,3.0,3,Parents,Together,Doctoral,Doctoral,Father,Public,Business,2590000,3.0,3.0,3.5,2.0,2.5,3.0,3.5,4.0,2.0,3.0,2.5,2.96,No,No,High
933,2018.0,2.0,3.0,NE,Rural,Home,62,wifi,7000,High School,NE,NE1,2.25,2.75,2.5,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Freelance,Business,840000,2.0,2.5,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.5,2.46,No,No,Medium
935,2018.0,1.0,18.0,BKK,Urban,Apartment,56,mobile,6000,Vocational School,BKK,BKK10,3.5,4.0,3.0,1.5,4,Roommates,Together,Master,Bachelor,Father,Business,Freelance,680000,3.0,3.0,3.5,2.0,2.5,3.5,3.5,2.5,3.0,3.0,0.5,2.83,No,No,Medium
936,2018.0,2.0,3.0,BKK,Urban,Home,40,mobile,14000,Vocational School,BKK,BKK4,2.25,2.0,1.75,2.25,4,Parents,Together,Bachelor,Vocational,Mother,Public,Private,1410000,2.0,2.0,1.5,1.0,1.0,0.0,2.0,2.5,3.0,1.5,2.5,2.17,No,No,Medium
937,2018.0,2.0,3.0,BKK,Urban,Home,9,wifi,10000,Vocational School,BKK,BKK7,2.0,2.25,1.75,2.0,5,Parents,Together,Vocational,Bachelor,Father,Public,Business,580000,1.5,1.5,3.0,0.5,1.5,1.5,1.5,1.0,0.0,2.0,3.0,1.88,No,No,Medium
938,2018.0,1.0,18.0,BKK,Urban,Home,20,wifi,15000,Vocational School,BKK,BKK6,2.75,3.0,3.25,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,3250000,2.5,3.0,3.0,1.0,2.0,3.0,2.5,2.0,1.5,4.0,4.0,2.9,No,No,Medium
939,2018.0,3.0,18.0,BKK,Urban,Apartment,38,wifi,15000,High School,BKK,BKK5,3.5,4.0,3.25,3.0,4,Alone,Together,Bachelor,Bachelor,Father,Public,Freelance,3290000,3.0,3.5,4.0,1.5,3.0,2.0,3.5,3.0,2.5,3.0,2.0,3.04,No,No,Low
940,2018.0,2.0,0.0,E,Urban,Apartment,61,mobile,15000,High School,BKK,BKK6,3.0,3.5,3.0,2.5,4,Alone,Together,Bachelor,Vocational,Father,Business,Public,600000,3.0,2.0,2.5,2.5,3.0,2.0,3.5,3.0,2.0,3.0,3.0,2.82,No,No,Low
941,2018.0,1.0,18.0,BKK,Urban,Home,78,wifi,15000,Vocational School,BKK,BKK8,3.25,3.25,2.75,1.5,4,Parents,Together,Bachelor,Master,Father,Freelance,Public,3110000,3.0,2.5,2.0,2.0,3.0,2.5,3.0,3.0,2.0,3.0,3.0,2.92,Yes,No,Medium
943,2018.0,2.0,0.0,E,Rural,Apartment,81,wifi,11000,High School,E,E4,2.0,1.75,1.75,1.75,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Freelance,850000,2.0,2.5,3.5,0.5,1.0,1.0,1.5,3.0,1.0,1.5,3.0,2.28,No,No,High
944,2018.0,3.0,18.0,BKK,Urban,Home,42,wifi,11000,High School,BKK,BKK1,1.75,1.75,1.75,1.75,3,Parents,Together,Master,Doctoral,Mother,Private,Public,990000,1.5,1.0,0.5,1.0,2.0,1.5,2.5,1.5,0.0,1.0,1.5,1.8,No,No,Low
946,2018.0,1.0,18.0,BKK,Urban,Home,87,wifi,9000,Vocational School,BKK,BKK7,2.75,3.5,3.25,3.25,4,Parents,Together,Doctoral,Master,Mother,Private,Public,1060000,2.5,2.5,3.0,1.5,2.0,2.5,2.5,2.0,2.0,3.5,2.5,2.66,No,No,Low
947,2018.0,2.0,19.0,BKK,Urban,Home,47,wifi,15000,Vocational School,BKK,BKK9,2.75,3.0,3.25,3.0,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Public,Business,1930000,2.5,2.0,2.0,1.5,3.0,0.5,2.5,2.5,1.5,1.5,2.0,2.23,No,No,No
948,2018.0,3.0,0.0,S,Urban,Apartment,84,wifi,10000,High School,S,S5,3.0,3.0,3.0,3.0,2,Alone,Apart,Bachelor,Master,Mother,Freelance,Private,1190000,2.5,3.0,3.0,2.0,2.5,3.0,2.5,2.5,2.0,2.5,3.0,2.9,No,No,Medium
949,2018.0,3.0,0.0,S,Urban,Apartment,53,wifi,15000,High School,BKK,BKK5,1.75,1.75,2.0,2.0,3,Alone,Together,Master,Doctoral,Father,Freelance,Freelance,3830000,1.5,2.5,2.0,0.5,1.5,1.5,2.0,1.0,0.0,2.5,4.0,2.15,No,No,No
950,2018.0,2.0,18.0,BKK,Urban,Home,28,wifi,15000,Vocational School,BKK,BKK3,2.75,2.75,2.25,3.25,3,Parents,Together,Doctoral,Doctoral,Mother,Business,Private,620000,2.5,1.5,1.5,1.5,2.5,3.5,3.0,2.0,2.5,2.5,3.5,2.77,No,Yes,No
951,2018.0,2.0,3.0,BKK,Urban,Home,52,wifi,13000,Vocational School,BKK,BKK7,2.0,2.25,2.0,2.0,3,Parents,Together,Doctoral,Doctoral,Father,Public,Public,820000,2.0,1.5,1.0,1.0,1.0,0.0,2.0,2.5,1.0,2.0,2.5,1.9,No,No,Medium
953,2018.0,2.0,18.0,BKK,Urban,Home,16,wifi,15000,Vocational School,BKK,BKK3,3.25,1.5,2.75,3.75,4,Parents,Together,Master,Master,Father,Public,Business,2760000,3.0,3.0,3.0,2.0,2.5,1.0,3.5,3.5,2.5,3.0,0.5,2.59,No,No,Medium
955,2018.0,2.0,0.0,E,Urban,Apartment,52,wifi,8000,High School,E,E3,3.5,3.75,3.75,4.0,4,Roommates,Together,Bachelor,Vocational,Father,Public,Public,900000,3.5,3.5,4.0,3.0,4.0,1.0,4.0,3.5,2.5,4.0,1.5,3.3,No,No,Low
956,2018.0,2.0,18.0,BKK,Urban,Home,88,wifi,10000,Vocational School,BKK,BKK3,3.0,2.5,3.0,3.25,4,Parents,Together,Doctoral,Master,Father,Private,Business,1170000,2.5,3.0,2.5,1.5,2.5,3.5,3.0,2.5,2.5,3.5,1.0,2.73,No,No,Low
957,2018.0,3.0,3.0,BKK,Urban,Home,32,wifi,15000,High School,BKK,BKK6,3.5,3.5,3.5,3.25,3,Parents,Together,Bachelor,Master,Father,Freelance,Public,3290000,3.0,2.5,2.5,2.5,3.5,2.0,2.5,2.5,2.5,3.0,3.5,2.97,No,No,No
958,2018.0,2.0,4.0,BKK,Urban,Home,36,wifi,15000,High School,BKK,BKK10,3.0,3.0,2.75,3.25,3,Mom or Dad,Apart,Bachelor,Master,Father,Freelance,Business,1060000,3.0,3.0,3.0,2.0,2.5,3.5,2.5,3.0,2.0,4.0,2.5,2.99,No,No,Medium
959,2018.0,3.0,0.0,S,Rural,Apartment,14,wifi,9000,High School,S,S3,2.0,1.75,2.0,2.0,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Private,1110000,2.0,2.5,2.0,1.0,2.0,2.5,2.0,2.0,0.5,1.5,4.0,2.21,No,No,High
962,2018.0,1.0,18.0,BKK,Urban,Home,58,wifi,15000,Vocational School,BKK,BKK4,1.5,1.75,1.75,1.75,3,Parents,Together,Bachelor,Master,Father,Private,Freelance,980000,1.5,1.0,2.0,0.0,1.5,1.0,2.0,2.0,0.5,2.0,1.5,1.76,No,No,Medium
963,2018.0,1.0,4.0,BKK,Urban,Home,53,wifi,8000,Vocational School,BKK,BKK3,2.5,2.0,2.25,2.0,4,Parents,Together,Master,Bachelor,Mother,Business,Private,680000,2.5,2.5,3.5,2.0,3.0,1.0,3.0,2.5,2.5,3.5,4.0,2.97,Yes,Yes,No
964,2018.0,2.0,0.0,S,Rural,Apartment,118,mobile,7000,High School,S,S8,2.5,2.75,3.0,3.0,4,Alone,Together,Master,Bachelor,Father,Freelance,Freelance,780000,2.0,2.0,3.0,1.0,1.0,1.5,2.5,2.0,1.5,2.0,2.5,2.25,No,No,No
965,2018.0,2.0,18.0,BKK,Urban,Home,70,mobile,7000,High School,BKK,BKK1,1.75,2.0,2.0,1.75,4,Parents,Together,Vocational,High School,Father,Public,Private,510000,1.5,1.5,2.5,1.0,2.5,1.5,1.5,2.0,1.0,1.5,2.5,2.2,No,No,High
968,2018.0,3.0,18.0,BKK,Urban,Home,14,mobile,12000,High School,BKK,BKK2,3.5,4.0,1.75,2.0,3,Parents,Together,Primary,High School,Father,Business,Public,480000,2.5,2.0,3.0,1.5,2.5,2.0,2.5,2.5,1.0,3.0,1.0,2.4,No,No,Medium
969,2018.0,1.0,18.0,BKK,Urban,Apartment,14,wifi,14000,Vocational School,BKK,BKK9,3.0,3.5,3.0,3.25,3,Alone,Apart,Master,Master,Mother,Public,Business,1610000,3.0,2.0,2.0,2.5,2.5,3.5,2.5,3.0,2.5,3.0,3.0,2.8,No,No,Medium
970,2018.0,2.0,3.0,BKK,Urban,Home,96,wifi,15000,High School,BKK,BKK10,2.25,2.25,2.5,2.75,3,Parents,Together,Bachelor,Vocational,Mother,Public,Freelance,780000,2.0,1.0,2.0,1.0,1.5,2.0,2.0,1.5,2.0,1.0,2.0,2.03,No,Yes,Medium
971,2018.0,2.0,3.0,BKK,Urban,Home,79,wifi,15000,Vocational School,BKK,BKK8,2.5,2.0,2.25,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Business,Public,3260000,2.5,2.5,3.0,1.5,2.0,1.5,3.0,2.5,2.0,2.5,2.5,2.58,No,No,Low
972,2018.0,2.0,18.0,BKK,Urban,Home,5,wifi,15000,Vocational School,BKK,BKK7,1.75,1.75,1.75,1.75,3,Parents,Together,Doctoral,Doctoral,Father,Private,Business,2810000,1.5,1.0,1.5,1.0,2.5,1.5,1.5,2.0,2.5,1.0,1.5,1.96,No,No,No
973,2018.0,2.0,18.0,BKK,Urban,Home,32,wifi,12000,Vocational School,BKK,BKK2,1.75,3.0,2.25,1.75,3,Parents,Together,Master,Doctoral,Father,Public,Business,700000,1.5,1.5,2.0,0.0,1.0,0.0,1.5,2.0,1.5,1.5,1.0,1.67,No,No,Medium
974,2018.0,3.0,0.0,S,Urban,Apartment,65,wifi,12000,High School,S,S1,2.75,2.5,2.75,1.75,4,Alone,Together,Bachelor,Master,Mother,Private,Business,1300000,3.0,2.0,2.5,2.5,4.0,2.0,3.0,3.5,2.0,3.0,2.5,2.93,No,No,High
975,2018.0,1.0,3.0,BKK,Urban,Home,55,wifi,12000,Vocational School,BKK,BKK10,3.5,4.0,2.25,3.0,4,Parents,Together,Doctoral,Doctoral,Father,Public,Private,730000,3.0,3.0,4.0,2.5,4.0,2.0,3.5,2.5,4.0,3.5,1.0,3.11,Yes,Yes,No
976,2018.0,2.0,18.0,BKK,Urban,Home,81,wifi,6000,Vocational School,BKK,BKK9,1.5,1.75,2.0,1.75,4,Parents,Together,Master,Master,Father,Public,Private,750000,1.5,0.5,1.0,0.5,1.0,1.0,1.5,2.0,0.0,2.5,2.0,1.84,No,No,Low
978,2018.0,1.0,19.0,BKK,Urban,Home,30,mobile,13000,Vocational School,BKK,BKK9,3.5,3.5,4.0,2.5,2,Mom or Dad,Apart,Primary,Primary,Mother,Public,Business,530000,3.0,3.0,3.0,2.0,2.0,2.5,3.0,3.5,1.5,3.0,2.5,2.88,No,Yes,High
979,2018.0,2.0,0.0,E,Urban,Apartment,9,wifi,13000,High School,E,E3,2.25,2.0,1.75,2.0,3,Alone,Apart,Doctoral,Doctoral,Father,Private,Business,1610000,2.0,1.5,2.0,1.5,3.0,3.0,2.5,2.0,2.0,2.0,4.0,2.54,No,No,High
980,2018.0,3.0,18.0,BKK,Urban,Apartment,62,wifi,15000,High School,BKK,BKK1,2.0,2.0,1.75,2.5,2,Alone,Apart,Doctoral,Master,Mother,Freelance,Public,690000,1.5,0.5,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.5,1.95,No,No,Medium
982,2018.0,2.0,18.0,BKK,Urban,Home,16,wifi,9000,High School,BKK,BKK2,2.25,2.25,2.75,2.25,3,Parents,Together,Primary,High School,Father,Business,Public,540000,2.0,1.5,2.0,1.0,3.0,1.5,1.5,2.0,2.0,2.5,2.5,2.17,No,Yes,No
983,2018.0,2.0,18.0,BKK,Urban,Home,86,wifi,12000,Vocational School,BKK,BKK6,1.5,2.0,3.0,1.75,4,Parents,Together,Master,Bachelor,Mother,Freelance,Business,850000,1.5,1.0,1.0,0.5,1.5,1.0,2.0,1.5,0.5,2.5,2.5,1.85,No,No,Low
984,2018.0,2.0,19.0,BKK,Urban,Home,31,wifi,14000,Vocational School,BKK,BKK4,2.5,2.0,2.25,2.5,3,Parents,Together,High School,Primary,Father,Freelance,Business,540000,2.0,2.0,3.0,1.0,2.0,1.5,2.0,2.0,1.0,3.0,3.5,2.36,No,Yes,High
986,2018.0,3.0,18.0,BKK,Urban,Home,82,wifi,15000,High School,BKK,BKK5,3.5,3.5,3.75,4.0,3,Parents,Together,Bachelor,Vocational,Mother,Business,Private,3350000,3.0,2.5,3.0,2.0,2.5,3.5,3.0,3.0,2.5,3.5,3.5,3.06,Yes,No,Medium
987,2018.0,3.0,0.0,E,Urban,Apartment,89,mobile,7000,Vocational School,E,E10,3.5,3.25,3.5,3.0,3,Roommates,Apart,Bachelor,Bachelor,Mother,Public,Private,560000,3.0,3.5,4.0,2.0,2.5,3.0,3.0,2.5,2.5,3.0,2.0,3.0,No,No,Medium
988,2018.0,2.0,18.0,BKK,Urban,Home,6,wifi,15000,Vocational School,BKK,BKK2,2.0,2.25,2.5,1.75,4,Parents,Together,Doctoral,Master,Father,Business,Freelance,610000,1.5,1.5,2.0,0.5,1.5,1.5,2.5,2.0,1.0,1.5,3.0,1.93,No,No,High
990,2018.0,2.0,19.0,BKK,Urban,Home,26,wifi,7000,High School,BKK,BKK9,3.25,2.75,2.75,3.0,2,Mom or Dad,Apart,Master,Bachelor,Mother,Freelance,Freelance,780000,3.0,2.0,3.0,2.5,4.0,3.5,3.0,3.0,1.5,4.0,3.5,3.11,No,No,Low
991,2018.0,2.0,0.0,S,Urban,Apartment,72,wifi,15000,High School,BKK,BKK10,1.5,1.75,1.75,1.75,3,Alone,Together,Master,Bachelor,Father,Private,Business,1750000,1.0,1.0,1.5,0.5,1.0,1.0,1.0,1.5,0.0,1.0,3.0,1.61,No,No,Medium
992,2018.0,2.0,4.0,BKK,Urban,Apartment,56,wifi,15000,Vocational School,BKK,BKK2,2.75,2.75,3.0,2.0,3,Alone,Together,Doctoral,Master,Father,Public,Business,3250000,2.5,2.5,2.5,2.0,3.5,0.0,2.5,2.5,2.5,3.5,4.0,2.86,No,No,Medium
993,2018.0,2.0,18.0,BKK,Urban,Home,78,wifi,11000,High School,BKK,BKK10,1.75,1.75,2.0,2.0,3,Mom or Dad,Apart,Bachelor,Master,Mother,Public,Freelance,860000,2.0,2.0,2.5,1.0,1.5,1.5,2.0,2.5,2.0,1.0,2.0,2.02,No,No,Low
994,2018.0,2.0,18.0,BKK,Urban,Home,48,wifi,9000,High School,BKK,BKK9,2.0,2.5,2.25,2.5,3,Parents,Together,Bachelor,Master,Father,Private,Freelance,1060000,1.5,2.0,3.0,0.5,1.0,0.5,2.0,1.5,1.0,2.0,3.0,1.94,No,No,Low
995,2018.0,2.0,4.0,BKK,Urban,Home,37,wifi,15000,Vocational School,BKK,BKK6,1.5,1.75,1.75,2.0,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Freelance,Business,3150000,1.0,1.5,2.5,0.0,1.5,1.0,1.5,1.0,0.5,1.0,3.0,1.64,No,No,Medium
998,2018.0,2.0,3.0,BKK,Urban,Home,32,mobile,15000,Vocational School,BKK,BKK4,2.5,2.25,2.25,2.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Public,1890000,2.0,2.0,2.0,2.0,3.5,1.0,2.5,2.0,1.5,2.0,3.0,2.5,No,No,Low
999,2018.0,1.0,18.0,BKK,Urban,Home,120,wifi,8000,Vocational School,BKK,BKK8,3.5,1.5,3.5,2.25,3,Parents,Together,Doctoral,Doctoral,Father,Private,Freelance,680000,3.0,2.5,3.5,1.5,2.5,1.0,3.5,3.0,2.5,3.0,4.0,3.01,Yes,Yes,Medium
1000,2018.0,2.0,3.0,S,Urban,Apartment,39,wifi,8000,High School,S,S10,2.75,2.75,2.5,2.75,3,Alone,Apart,Doctoral,Doctoral,Mother,Private,Public,850000,2.5,3.0,3.0,1.5,2.0,3.5,2.5,3.0,2.5,2.5,1.5,2.83,No,No,Medium
1001,2018.0,2.0,18.0,BKK,Urban,Home,38,wifi,15000,Vocational School,BKK,BKK3,3.25,3.25,3.5,2.75,3,Mom or Dad,Apart,Master,Bachelor,Father,Freelance,Public,1870000,2.5,2.0,2.0,1.5,3.0,2.5,3.0,2.5,2.0,3.0,2.5,2.64,No,No,Low
1002,2018.0,1.0,18.0,BKK,Urban,Home,79,wifi,10000,Vocational School,BKK,BKK1,3.25,3.25,2.0,3.75,3,Relatives,Apart,Master,Doctoral,Mother,Business,Public,780000,3.0,2.5,2.5,2.0,3.0,1.0,3.5,3.5,2.5,3.0,3.0,2.88,Yes,Yes,Medium
1003,2018.0,3.0,0.0,E,Urban,Apartment,52,wifi,8000,High School,E,E10,1.5,2.0,1.75,1.75,3,Alone,Together,Bachelor,Vocational,Father,Private,Business,990000,1.0,1.0,1.0,0.0,1.0,0.0,1.5,0.5,0.0,1.5,2.5,1.31,No,No,High
1004,2018.0,2.0,18.0,BKK,Urban,Apartment,23,wifi,13000,Vocational School,BKK,BKK3,2.75,3.0,3.0,2.25,3,Alone,Together,Bachelor,Bachelor,Father,Private,Business,1550000,2.5,2.0,3.0,1.5,2.5,2.0,2.5,3.0,3.5,2.5,0.5,2.47,No,No,Medium
1006,2018.0,2.0,0.0,E,Urban,Apartment,54,wifi,9000,High School,E,E8,2.75,3.0,2.25,2.75,3,Alone,Apart,Master,Bachelor,Mother,Private,Public,1030000,2.5,3.5,3.5,2.0,3.0,2.0,3.0,2.5,2.5,3.5,2.0,3.05,No,No,High
1007,2018.0,3.0,0.0,NE,Urban,Apartment,35,wifi,14000,High School,NE,NE2,2.5,2.75,2.25,2.0,3,Alone,Together,Doctoral,Master,Mother,Private,Private,1060000,2.5,2.5,2.0,1.5,2.0,2.0,3.0,3.0,2.5,2.5,0.0,2.44,No,No,High
1008,2018.0,2.0,3.0,BKK,Urban,Home,18,mobile,10000,High School,BKK,BKK8,2.0,2.0,2.0,2.5,4,Parents,Together,Bachelor,Vocational,Mother,Public,Business,390000,2.0,2.0,3.0,1.5,1.5,1.5,2.0,1.5,1.0,3.0,2.0,2.12,No,No,Medium
1009,2018.0,2.0,3.0,BKK,Urban,Home,58,wifi,15000,High School,BKK,BKK2,1.5,1.75,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Business,Freelance,850000,1.5,1.0,1.0,0.0,1.0,1.0,1.5,0.5,2.0,2.5,1.5,1.59,No,No,High
1011,2018.0,2.0,0.0,E,Urban,Apartment,81,wifi,10000,High School,E,E10,1.75,2.25,1.75,1.75,4,Alone,Together,Doctoral,Master,Father,Public,Business,1200000,1.0,1.0,2.0,0.5,1.0,0.5,1.5,1.0,0.5,0.0,2.5,1.7,No,No,Medium
1012,2018.0,2.0,3.0,S,Urban,Apartment,7,mobile,10000,High School,S,S2,2.75,3.25,2.5,3.25,3,Alone,Together,High School,High School,Mother,Business,Freelance,390000,2.5,3.0,4.0,1.5,3.0,1.0,3.0,2.5,2.0,3.0,2.0,2.79,Yes,No,High
1014,2018.0,3.0,0.0,E,Urban,Apartment,29,wifi,15000,Vocational School,E,E2,3.0,3.25,3.25,2.75,3,Roommates,Together,Doctoral,Doctoral,Mother,Freelance,Business,1570000,2.5,2.5,3.0,1.5,2.5,2.0,2.5,2.5,2.0,2.0,3.5,2.75,No,No,Medium
1016,2018.0,2.0,18.0,BKK,Urban,Home,70,wifi,14000,High School,BKK,BKK3,3.0,2.75,3.0,2.75,4,Parents,Together,Master,Bachelor,Mother,Public,Business,1640000,3.0,3.0,3.5,2.5,3.5,2.5,3.0,2.0,2.0,2.5,0.0,2.69,No,No,Low
