Student_ID,Year_of_Entry,TCAS_channels_,Gender,Age,Years_Living_in_BKK,Hometown REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province REGION,School name,Math,Physics_,Chemistry_,Biology_,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,University_GPAx 1st year,Scholarship : Excellent Performance,Scholarship : Financial Aid,Participation_on_Activities
0946,2018,2,Male,18,18,BKK,Urban,Home,56,Mobile,8000,High School,BKK,BKK6,2,3,4,3.5,4,Parents,Together,Primary,Primary,Father,Freelance,Private,450000,2,1.5,2.5,1.5,1.5,1.5,2,2,2,2,2.5,2.3,No,No,Medium
0947,2018,2,Male,18,3,BKK,Urban,Apartment,77,Wifi,37000,High School,BKK,BKK6,2,2.5,2,2,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Freelance,4410000,2,2.5,3,2,2,3,2.5,1.5,2.5,2.5,1,2.53,No,No,Medium
0948,2018,2,Female,19,4,NE,Urban,Apartment,29,Mobile,10000,High School,NE,NE1,2,3.5,2.5,3.5,3,Alone,Together,High School,High School,Father,Private,Business,410000,2,1.5,2,2.5,3,1.5,2,2.5,0.5,3,2,2.37,No,No,Medium
0949,2018,2,Female,18,3,BKK,Urban,Home,23,Wifi,37000,Vocational School,BKK,BKK8,3,3,3,3.5,3,Parents,Together,Bachelor,Vocational,Mother,Business,Freelance,4380000,2.5,2.5,2.5,3,3,1.5,2.5,2.5,2.5,2.5,3,2.56,No,No,High
0950,2018,2,Male,18,3,S,Urban,Apartment,37,Mobile,9000,High School,S,S7,3,2.5,2.5,2.5,3,Alone,Together,Bachelor,Master,Father,Business,Private,1020000,2.5,1,1,3,2,3.5,3,2.5,1.5,2.5,3,2.63,No,No,Low
0951,2018,2,Male,18,18,BKK,Urban,Apartment,75,Wifi,6000,High School,BKK,BKK10,2.5,2.5,3.5,2,3,Roommates,Together,High School,Primary,Mother,Private,Freelance,250000,2.5,2,2,2.5,2,1.5,2.5,2.5,2,3,4,2.6,No,No,Medium
0952,2018,2,Female,19,4,NE,Urban,Apartment,23,Wifi,34000,High School,NE,NE1,3.5,3,3.5,4,4,Alone,Together,Bachelor,Master,Mother,Business,Private,4110000,2.5,2,1.5,3,3,2,2,2.5,2,2,3,2.61,No,No,High
0953,2018,2,Male,18,0,N,Urban,Apartment,14,Wifi,10000,High School,BKK,BKK10,2.5,2.5,3,2,4,Alone,Together,Bachelor,Master,Mother,Private,Public,1230000,2.5,2,2.5,2.5,2,1.5,2.5,2,1,3.5,2.5,2.42,No,No,Medium
0954,2018,2,Male,18,18,BKK,Urban,Apartment,93,Mobile,33000,Vocational School,BKK,BKK3,2.5,3.5,4,4,2,Alone,Apart,Doctoral,Doctoral,Mother,Private,Public,3930000,2.5,2.5,3,3,2.5,1.5,3,2.5,2.5,3.5,3.5,2.78,Yes,No,High
0955,2018,3,Male,19,4,N,Urban,Apartment,107,Wifi,29000,High School,N,N6,3,3.5,3,2.5,3,Alone,Apart,Bachelor,Vocational,Mother,Freelance,Public,3470000,3,2.5,4,3.5,3.5,3,3,3,2,3.5,1,3.1,No,No,High
0956,2018,2,Female,18,0,S,Urban,Apartment,62,Wifi,17000,High School,S,S4,3.5,3.5,2.5,3,3,Alone,Together,Bachelor,Vocational,Father,Freelance,Business,1780000,3,3,3,3,2.5,4,4,4,2,3,2.5,3.13,No,No,Medium
0957,2018,2,Female,18,3,N,Urban,Apartment,53,Wifi,21000,High School,N,N7,3.5,3.5,2,2,3,Alone,Together,Bachelor,Master,Father,Public,Business,950000,3,2.5,3,3,3,3,3,3,3,2.5,3,2.97,No,No,Low
0958,2018,2,Female,18,3,NE,Rural,Apartment,65,Mobile,18000,High School,NE,NE10,2.5,3.5,2.5,3.5,3,Alone,Together,Master,Doctoral,Father,Freelance,Freelance,740000,2.5,3,4,2.5,2,1.5,2.5,3,2.5,3,2,2.61,No,No,Low
0959,2018,2,Female,18,18,BKK,Urban,Home,32,Wifi,41000,High School,BKK,BKK10,3.5,3,2,3,3,Parents,Together,Master,Bachelor,Father,Freelance,Private,4970000,3,2,2.5,3.5,4,1.5,3,3,2,3,2.5,2.68,No,No,Medium
0960,2018,2,Male,18,3,N,Urban,Apartment,78,Wifi,14000,High School,N,N6,3.5,2,3.5,2.5,3,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Freelance,1360000,3.5,2.5,2.5,3,3.5,3.5,3.5,3,1.5,4,2.5,3.06,Yes,No,High
0961,2018,3,Male,18,3,NE,Urban,Apartment,18,Mobile,11000,High School,NE,NE6,2.5,3.5,4,3.5,3,Alone,Together,Bachelor,Master,Father,Freelance,Private,1340000,2.5,1.5,2.5,2.5,2,2.5,2.5,2.5,2,3,2,2.45,No,No,High
0962,2018,2,Female,18,18,BKK,Urban,Apartment,90,Wifi,8000,Vocational School,BKK,BKK2,4,2,3,2,3,Alone,Together,Doctoral,Doctoral,Father,Private,Freelance,940000,3.5,3.5,3,3,3,3.5,4,4,3,3.5,1,3.34,No,No,High
0963,2018,2,Male,19,0,S,Rural,Apartment,7,Wifi,8000,High School,BKK,BKK2,3,3,2.5,2.5,4,Alone,Together,Bachelor,Vocational,Mother,Private,Business,870000,2.5,3,3.5,2.5,2.5,2,2.5,2,3,3,2.5,2.71,No,No,High
0964,2018,2,Female,18,18,BKK,Urban,Home,11,Wifi,11000,Vocational School,BKK,BKK6,3,2,2.5,3,4,Parents,Together,Doctoral,Doctoral,Father,Public,Private,1290000,2.5,2,2.5,2.5,2.5,1.5,2,2,2,2.5,3.5,2.53,No,Yes,High
0965,2018,2,Female,18,18,BKK,Urban,Home,14,Mobile,14000,Vocational School,BKK,BKK5,2.5,2.5,2.5,2.5,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Business,560000,2.5,2,3,2.5,2.5,2,2.5,2,1.5,2,2,2.42,No,No,Low
0966,2018,3,Male,18,0,S,Rural,Apartment,9,Wifi,25000,High School,S,S7,3.5,3,2.5,3,4,Alone,Together,Master,Doctoral,Father,Public,Business,2960000,3,2.5,2,2.5,2,3,3.5,3.5,2.5,3,3.5,2.99,Yes,No,Low
0967,2018,2,Male,19,0,NE,Rural,Apartment,69,Mobile,6000,Vocational School,NE,NE10,2.5,3,3,3.5,2,Alone,Apart,Bachelor,Vocational,Mother,Private,Freelance,250000,2,1,1,2,2,1.5,2.5,2.5,1,3,3,2.33,No,No,Low
0968,2018,2,Male,18,18,BKK,Urban,Apartment,83,Mobile,7000,High School,BKK,BKK1,2,3,2,3,3,Alone,Together,Primary,Primary,Mother,Private,Freelance,280000,2,1,0.5,2,1,1.5,2.5,2.5,0,2,3,1.82,No,No,Low
0969,2018,3,Male,18,3,BKK,Urban,Home,63,Wifi,37000,Vocational School,BKK,BKK6,3.5,4,2,3.5,4,Parents,Together,Doctoral,Master,Father,Public,Freelance,4450000,3,3,4,3,3,2.5,3.5,3,3,3,3.5,3.25,Yes,No,Medium
0970,2018,2,Male,18,18,BKK,Urban,Apartment,62,Wifi,45000,High School,BKK,BKK2,4,2,4,2.5,3,Alone,Apart,Master,Bachelor,Mother,Business,Public,5400000,3.5,3,3.5,3.5,3.5,4,4,3.5,2.5,4,2.5,3.37,No,No,High
0971,2018,3,Male,19,4,N,Urban,Apartment,40,Wifi,48000,High School,N,N9,2.5,2,4,2,5,Alone,Together,Master,Doctoral,Father,Public,Public,5720000,2,1.5,1,2,2,2,2,2,2.5,2.5,2.5,2.12,No,No,Medium
0972,2018,3,Female,18,18,BKK,Urban,Home,43,Wifi,18000,High School,BKK,BKK1,4,2,4,3.5,3,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Business,890000,3.5,4,4,3.5,3,2.5,4,3.5,3.5,3.5,2,3.35,Yes,No,High
0973,2018,3,Female,18,0,N,Urban,Apartment,17,Mobile,7000,High School,N,N6,4,3,2,3.5,3,Alone,Together,Master,Bachelor,Mother,Freelance,Business,710000,3,3,3.5,3,3,3.5,2.5,3,3.5,3.5,1.5,2.96,Yes,No,Medium
0974,2018,2,Male,18,18,BKK,Urban,Home,48,Mobile,12000,Vocational School,BKK,BKK7,3,3,3.5,2.5,3,Parents,Together,Master,Bachelor,Father,Public,Business,1430000,3,3,3,3,3.5,1.5,3.5,3,3.5,3.5,3.5,3.15,No,No,High
0975,2018,3,Female,19,0,NE,Rural,Apartment,30,Wifi,8000,High School,NE,NE5,4,3.5,2,2.5,3,Alone,Together,Bachelor,Bachelor,Father,Private,Freelance,990000,3.5,3,4,3,3,2.5,3.5,3,1.5,3,1,2.97,No,No,High
0976,2018,2,Female,18,18,BKK,Urban,Home,21,Wifi,8000,Vocational School,BKK,BKK9,4,2.5,3.5,2.5,4,Parents,Together,Master,Bachelor,Mother,Public,Public,980000,3.5,4,4,3.5,3.5,3,3.5,4,3.5,2.5,2.5,3.43,No,No,High
0977,2018,2,Male,18,18,BKK,Urban,Home,29,Wifi,47000,Vocational School,BKK,BKK3,4,2.5,2,2,3,Parents,Together,Doctoral,Master,Father,Freelance,Public,5600000,3.5,2,3,3.5,4,4,4,4,3.5,4,4,3.59,No,No,Medium
0978,2018,3,Male,18,3,NE,Urban,Apartment,7,Mobile,13000,High School,NE,NE1,2.5,2,4,3.5,4,Roommates,Together,High School,High School,Mother,Freelance,Private,550000,2.5,2,2.5,2.5,2.5,2,3,2.5,2,2.5,3.5,2.75,No,No,Medium
0979,2018,3,Male,18,18,BKK,Urban,Home,50,Wifi,20000,Vocational School,BKK,BKK8,4,3.5,3.5,3,4,Parents,Together,Master,Bachelor,Mother,Freelance,Private,910000,3,3.5,4,3,4,1.5,3,3.5,3.5,3.5,1.5,3.25,Yes,No,Low
0980,2018,2,Female,18,18,BKK,Urban,Apartment,61,Mobile,12000,Vocational School,BKK,BKK2,4,2.5,2,3,3,Alone,Together,High School,Primary,Father,Business,Private,490000,3.5,2,2.5,3,3.5,4,3.5,3,3,3,2,2.94,No,No,Medium
0981,2018,2,Female,18,0,NE,Urban,Apartment,11,Wifi,32000,High School,NE,NE6,2.5,2.5,2.5,3,3,Roommates,Apart,Doctoral,Master,Mother,Freelance,Private,3780000,2,2,2.5,2,2.5,2.5,2,2.5,1,1.5,2.5,2.37,No,No,High
0982,2018,2,Female,18,0,N,Urban,Apartment,53,Wifi,8000,Vocational School,N,N9,3,3.5,3,3,3,Alone,Together,Master,Doctoral,Father,Public,Business,920000,2.5,2.5,3.5,2,2,3.5,3,3,1,2,2,2.64,No,No,Medium
0983,2018,2,Male,18,3,BKK,Urban,Home,19,Wifi,6000,High School,BKK,BKK5,4,3.5,2.5,3.5,3,Mom or Dad,Apart,Master,Bachelor,Father,Business,Public,720000,3,2.5,2.5,3,2.5,2,3.5,3,2,2.5,4,2.97,No,No,Low
0984,2018,2,Female,18,0,NE,Urban,Apartment,69,Mobile,12000,High School,NE,NE2,3,3,3,2.5,3,Alone,Together,High School,Primary,Father,Business,Public,560000,3,3.5,4,3,2.5,2.5,4,2.5,2.5,3.5,1.5,3.12,Yes,No,Medium
0985,2018,2,Male,18,3,S,Urban,Apartment,90,Mobile,8000,High School,S,S7,3.5,4,3.5,4,3,Alone,Apart,Bachelor,Master,Mother,Private,Business,300000,3,3,3.5,3,2.5,2,3,3.5,2.5,3.5,2.5,2.91,Yes,No,Medium
0986,2018,2,Female,18,18,BKK,Urban,Home,60,Wifi,52000,Vocational School,BKK,BKK7,3,2.5,2,3,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,6230000,3,3.5,3.5,3,4,2,3,2.5,3.5,4,2,3.21,Yes,No,Medium
0987,2018,2,Female,18,18,BKK,Urban,Apartment,106,Mobile,6000,Vocational School,BKK,BKK6,3.5,4,2,3.5,4,Alone,Together,Vocational,High School,Mother,Private,Freelance,250000,3,2.5,2.5,3.5,4,3.5,3,3.5,4,4,3,3.37,No,No,Low
0988,2018,3,Male,18,18,BKK,Urban,Home,50,Wifi,7000,Vocational School,BKK,BKK4,3,3.5,4,3,4,Parents,Together,Doctoral,Master,Father,Business,Private,780000,3,2.5,4,3.5,3,2.5,3.5,3.5,2,3.5,3,3.21,No,No,Medium
0989,2018,3,Female,19,19,BKK,Urban,Home,32,Wifi,46000,High School,BKK,BKK5,3,4,4,3,3,Parents,Together,Doctoral,Master,Father,Public,Business,5540000,3,3.5,4,3,3.5,1.5,3,3,2,3,3.5,3,No,No,No
0990,2018,3,Female,18,18,BKK,Urban,Home,67,Wifi,12000,High School,BKK,BKK5,2,3,3,2.5,3,Parents,Together,Doctoral,Doctoral,Mother,Private,Public,810000,1.5,1,1.5,1.5,1,0.5,0.5,1,0,1.5,2.5,1.5,No,No,High
0991,2018,3,Female,18,3,BKK,Urban,Home,19,Wifi,16000,High School,BKK,BKK3,3.5,4,3.5,4,3,Parents,Together,Master,Doctoral,Mother,Public,Freelance,640000,3.5,3.5,4,3.5,3.5,3,4,3.5,4,3.5,4,3.55,Yes,No,Medium
0992,2018,3,Male,18,3,NE,Urban,Apartment,34,Wifi,36000,Vocational School,BKK,BKK7,3,2,4,4,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Freelance,4310000,3,2.5,2.5,3.5,3,3,3.5,2.5,2.5,2.5,4,2.94,No,No,Medium
0993,2018,2,Female,18,18,BKK,Urban,Home,23,Wifi,11000,High School,BKK,BKK3,3.5,4,3,2,2,Mom or Dad,Apart,Doctoral,Master,Mother,Public,Freelance,990000,3.5,3,3,3.5,4,2.5,3.5,3.5,2.5,4,3.5,3.43,No,No,High
0994,2018,2,Male,18,18,BKK,Urban,Apartment,82,Mobile,9000,Vocational School,BKK,BKK4,2,2.5,4,2.5,3,Alone,Apart,High School,Vocational,Mother,Business,Public,580000,1.5,1.5,1.5,2,2,1,1.5,2,1,1.5,1,1.93,No,No,High
0995,2018,2,Male,18,3,N,Rural,Apartment,99,Wifi,45000,High School,N,N5,4,3,3.5,4,3,Roommates,Together,Master,Bachelor,Father,Business,Private,5440000,3.5,3.5,4,4,4,2,3.5,3.5,3.5,3,3.5,3.52,No,No,High
0996,2018,2,Female,19,0,N,Urban,Apartment,33,Wifi,32000,High School,N,N4,2.5,2.5,3,2.5,3,Alone,Apart,Doctoral,Doctoral,Mother,Public,Private,3880000,2,2,3.5,2,2.5,1.5,1.5,2.5,1,2.5,2,2.17,No,No,Medium
0997,2018,2,Female,18,0,S,Rural,Apartment,83,Wifi,12000,Vocational School,S,S3,3,3,2,3,3,Alone,Together,Bachelor,Master,Father,Freelance,Freelance,560000,2.5,2.5,3,2.5,2.5,3,2.5,2.5,2.5,2.5,3,2.69,No,No,High
0998,2018,2,Male,18,0,S,Rural,Apartment,41,Wifi,9000,High School,S,S9,3.5,3,2.5,2.5,2,Alone,Apart,Master,Doctoral,Mother,Freelance,Public,920000,3,3,3.5,3,3.5,2.5,4,2,2.5,3,2,2.91,No,No,Medium
0999,2018,2,Male,18,18,BKK,Urban,Home,40,Wifi,8000,High School,BKK,BKK2,4,3.5,2,3.5,3,Parents,Together,Master,Bachelor,Father,Private,Freelance,900000,3.5,3,3,3.5,3.5,3,4,3,2.5,3.5,2.5,3.22,No,Yes,Low
1000,2018,2,Female,18,0,S,Urban,Apartment,80,Mobile,8000,High School,S,S9,3.5,2.5,3,4,2,Alone,Apart,Vocational,Vocational,Mother,Public,Public,320000,3.5,2.5,2,3.5,3,3,4,4,1.5,4,4,3.26,No,No,Medium
1001,2018,3,Male,18,18,BKK,Urban,Home,36,Wifi,34000,High School,BKK,BKK7,2,4,4,2,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Business,4130000,1.5,1.5,2,1.5,1.5,0.5,2,2,0.5,1,3,1.93,No,No,No
1002,2018,3,Male,18,18,BKK,Urban,Home,88,Mobile,10000,Vocational School,BKK,BKK7,2,3.5,4,3.5,3,Parents,Together,Doctoral,Doctoral,Mother,Private,Freelance,1190000,1.5,1.5,2,2,2,1,1.5,1.5,1,1,2.5,1.9,No,No,No
1003,2018,2,Male,18,0,NE,Urban,Apartment,74,Mobile,9000,High School,NE,NE4,4,2.5,4,2,4,Alone,Together,Master,Master,Father,Private,Business,800000,3.5,4,4,3.5,4,3,4,3,3,4,2,3.48,No,No,Low
1004,2018,2,Female,18,0,N,Rural,Apartment,50,Wifi,7000,High School,N,N1,2.5,2,2.5,4,4,Roommates,Together,High School,High School,Father,Public,Freelance,330000,2,1.5,2,2.5,2,1,3,2,1,2,2.5,2.24,No,No,Medium
1005,2018,2,Male,18,18,BKK,Urban,Home,67,Wifi,12000,Vocational School,BKK,BKK4,2,2.5,4,4,4,Parents,Together,Doctoral,Doctoral,Father,Freelance,Freelance,1000000,1.5,1.5,2,1,1,2,2,2,1,2,3,1.9,No,No,Low
1006,2018,3,Female,18,0,N,Urban,Apartment,80,Wifi,44000,High School,N,N8,3.5,3.5,2,3.5,3,Alone,Together,Master,Bachelor,Father,Freelance,Public,5260000,3,3,3.5,3,2,3,3,3.5,3.5,2.5,3,2.94,No,No,No
1007,2018,2,Male,18,18,BKK,Urban,Home,71,Wifi,6000,High School,BKK,BKK1,3,3,3,4,3,Parents,Together,Vocational,Bachelor,Father,Freelance,Private,250000,3,3,4,2.5,2,2,3.5,2.5,2.5,3,2,2.76,No,Yes,High
1008,2018,3,Female,18,3,S,Urban,Apartment,29,Mobile,3000,High School,S,S8,3.5,3,2,2,3,Alone,Together,Vocational,High School,Father,Business,Public,350000,2.5,2,2,2.5,2.5,3,2.5,2.5,2,2.5,2.5,2.49,No,No,High
1009,2018,2,Female,18,0,N,Rural,Apartment,77,Mobile,8000,High School,N,N8,4,3.5,4,3.5,2,Alone,Apart,Doctoral,Doctoral,Mother,Business,Public,750000,3.5,4,4,3.5,3.5,1.5,3,3.5,3.5,4,2,3.41,No,No,Medium
1010,2018,3,Female,18,0,N,Urban,Apartment,11,Wifi,12000,High School,N,N3,3.5,3.5,2.5,3,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Business,1460000,3,3.5,3.5,3,3.5,2,3,3.5,1,3.5,4,3.17,No,No,High
1011,2018,2,Male,18,3,BKK,Urban,Apartment,86,Wifi,31000,Vocational School,BKK,BKK3,2.5,2,4,3.5,3,Alone,Apart,Master,Master,Mother,Freelance,Freelance,3720000,2.5,3,3,2.5,3,3,3.5,2.5,2,2,0,2.58,No,No,High
1012,2018,2,Male,18,18,BKK,Urban,Home,45,Wifi,47000,High School,BKK,BKK2,3.5,3.5,3,2,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Private,5620000,3,3.5,3,3,2.5,3.5,2.5,3,2.5,3,2.5,2.87,Yes,No,Low
1013,2018,3,Male,18,3,NE,Urban,Apartment,74,Wifi,8000,High School,NE,NE10,4,3.5,2.5,3,3,Alone,Together,Vocational,High School,Father,Private,Freelance,320000,4,4,3.5,4,3.5,4,4,4,4,4,2.5,3.7,No,No,Medium
1014,2018,3,Female,19,4,N,Rural,Apartment,23,Wifi,11000,High School,BKK,BKK6,2,2.5,3,3,3,Roommates,Together,Bachelor,Master,Father,Freelance,Business,880000,2,2,2.5,1.5,1.5,2,2.5,2,2,2,2,2.31,No,No,High
1015,2018,3,Male,18,18,BKK,Urban,Home,42,Wifi,43000,High School,BKK,BKK10,2,2,3,3,3,Parents,Together,Doctoral,Master,Father,Freelance,Freelance,5110000,1.5,1.5,1.5,1.5,1,1,1.5,1,1.5,1,4,1.83,No,No,High
1016,2018,2,Male,18,0,N,Rural,Apartment,45,Wifi,7000,High School,N,N10,3,3.5,3,3.5,3,Alone,Together,Bachelor,Master,Father,Public,Business,810000,2.5,2,3,2.5,2,2,2.5,2,2.5,3,2.5,2.64,No,No,Medium
1017,2018,2,Female,19,0,N,Urban,Apartment,99,Wifi,33000,High School,N,N8,2,2.5,2,3.5,4,Alone,Together,Doctoral,Master,Father,Public,Business,4010000,2,1.5,2,2,2,1.5,2.5,2,1.5,2.5,2,2.2,No,No,Medium
1018,2018,2,Female,19,4,N,Rural,Apartment,27,Mobile,8000,High School,BKK,BKK4,2,2.5,3,3.5,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,330000,2,2,2,2,0.5,2.5,2.5,2,1,2,3.5,2.14,No,No,Low
1019,2018,2,Female,19,0,N,Rural,Apartment,105,Wifi,10000,High School,N,N2,4,2,2.5,3,3,Roommates,Together,Doctoral,Master,Father,Freelance,Public,1150000,3,2,3,3.5,3.5,4,4,3,2,4,1.5,3.19,Yes,No,Medium
1020,2018,2,Male,18,0,NE,Urban,Apartment,18,Wifi,50000,Vocational School,NE,NE5,2,4,4,3.5,4,Alone,Together,Doctoral,Doctoral,Mother,Private,Freelance,6050000,2,2.5,3,2,0.5,0.5,1.5,2,2,2,1.5,1.97,No,No,No
1021,2018,2,Female,18,18,BKK,Urban,Home,34,Wifi,4000,High School,BKK,BKK8,3,2.5,4,3.5,3,Parents,Together,Bachelor,Master,Mother,Freelance,Private,250000,3,3,3.5,2.5,3.5,2,3.5,3,3.5,3,2.5,2.96,No,No,No
1022,2018,2,Female,18,0,NE,Rural,Apartment,54,Wifi,12000,High School,NE,NE3,2,2,2.5,3,4,Alone,Together,Bachelor,Bachelor,Father,Business,Freelance,1070000,1.5,1,2,1.5,2.5,0,1.5,1.5,2,1.5,3,2.08,No,No,Medium
1023,2018,3,Male,18,0,N,Urban,Apartment,17,Mobile,19000,High School,N,N3,4,2,3,3.5,3,Roommates,Together,Bachelor,Vocational,Father,Business,Public,860000,3.5,3,3,3.5,3.5,2,4,3,3.5,3.5,2.5,3.2,Yes,No,Low
1024,2018,2,Female,19,19,BKK,Urban,Home,63,Wifi,33000,Vocational School,BKK,BKK1,4,2.5,2,2,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Freelance,3960000,3,3.5,4,2.5,2.5,3,3.5,3,2,4,3,3.19,No,No,High
1025,2018,3,Female,18,3,S,Urban,Apartment,22,Wifi,54000,High School,BKK,BKK6,4,2,2,4,3,Alone,Together,Master,Bachelor,Father,Public,Public,6530000,3.5,2.5,3,3.5,2.5,3.5,3.5,3.5,4,4,2.5,3.28,No,No,Medium
1026,2018,2,Male,18,0,E,Rural,Apartment,30,Mobile,3000,High School,BKK,BKK9,3,3,4,3.5,3,Alone,Together,Bachelor,Vocational,Father,Public,Business,320000,3,3,4,3,3,1.5,2.5,3.5,3,3,3,3.14,No,No,High
1027,2018,3,Female,18,3,N,Urban,Apartment,29,Wifi,49000,High School,N,N6,2.5,2.5,3.5,2.5,4,Alone,Together,Master,Doctoral,Father,Freelance,Private,5830000,2.5,2,3,3,2.5,3,3.5,2,1.5,2,1,2.62,No,No,Medium
1028,2018,2,Female,19,19,BKK,Urban,Home,82,Wifi,10000,Vocational School,BKK,BKK9,2.5,2.5,3.5,3,4,Parents,Together,Bachelor,Master,Father,Business,Private,1180000,2.5,2,2,3,3,3.5,3,3,2,2.5,4,2.9,No,No,High
1029,2018,3,Female,18,0,N,Urban,Apartment,19,Mobile,12000,High School,BKK,BKK2,3,2,2.5,2.5,4,Alone,Together,High School,Vocational,Father,Business,Public,510000,2.5,2.5,3,2.5,2.5,1,2.5,2,2,2.5,3,2.68,No,No,No
1030,2018,3,Male,19,4,BKK,Urban,Home,43,Wifi,36000,High School,BKK,BKK1,2.5,3,2,2,3,Parents,Together,Doctoral,Doctoral,Father,Private,Freelance,4360000,2.5,2,2,2.5,3,2,3,3,2.5,2,1.5,2.39,No,No,Medium
1031,2018,3,Female,18,18,BKK,Urban,Apartment,64,Mobile,10000,High School,BKK,BKK10,3.5,4,3,4,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,400000,3.5,3,3,3.5,3,3.5,3.5,4,3.5,3.5,4,3.48,No,No,High
1032,2018,2,Female,18,0,N,Rural,Apartment,81,Mobile,16000,High School,N,N2,3,3.5,2.5,3.5,4,Alone,Together,Master,Doctoral,Father,Freelance,Public,630000,3,3.5,3.5,3.5,4,1,3.5,3,2.5,2,1.5,2.78,No,No,High
1033,2018,2,Female,18,18,BKK,Urban,Home,68,Mobile,34000,High School,BKK,BKK9,3,2,2,3,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Public,Public,4060000,2.5,3.5,3.5,2.5,1,2.5,2.5,2.5,1.5,2.5,3,2.58,No,No,Low
1034,2018,3,Female,18,18,BKK,Urban,Apartment,20,Mobile,6000,High School,BKK,BKK3,4,2,2.5,4,2,Alone,Apart,Doctoral,Master,Mother,Freelance,Business,660000,3.5,3.5,4,3.5,2.5,3,4,4,4,3,2.5,3.37,Yes,No,Low
1035,2018,2,Female,18,3,BKK,Urban,Home,37,Wifi,12000,High School,BKK,BKK8,3.5,2.5,2.5,3,3,Parents,Together,Bachelor,Master,Mother,Freelance,Private,740000,3.5,3.5,3,3.5,2.5,3,4,3.5,2,4,2,3.27,No,No,High
1036,2018,2,Male,18,3,BKK,Urban,Home,9,Wifi,12000,Vocational School,BKK,BKK9,2,4,3.5,4,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Freelance,680000,2,2,3.5,1.5,1.5,1,2,2.5,1,3,3,2.23,No,No,High
1037,2018,3,Male,18,0,N,Urban,Apartment,40,Wifi,39000,High School,N,N6,3.5,2,3.5,2.5,3,Alone,Together,Master,Bachelor,Mother,Business,Business,4630000,2.5,2.5,3,2.5,2,3,2.5,3.5,3,2.5,2.5,2.72,No,No,Low
1038,2018,2,Female,18,18,BKK,Urban,Home,90,Wifi,43000,Vocational School,BKK,BKK2,3.5,4,3,3.5,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Private,Business,5170000,3,3,4,3,3.5,1.5,3,2.5,2,4,2.5,3.12,No,No,Medium
1039,2018,3,Male,18,0,NE,Rural,Apartment,88,Wifi,43000,High School,NE,NE6,4,3.5,3.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Freelance,Freelance,5130000,3.5,3,2.5,4,4,4,3,4,3,3,2.5,3.37,No,No,Medium
1040,2018,2,Male,18,0,N,Urban,Apartment,67,Mobile,16000,High School,N,N8,2,3.5,3,3.5,4,Alone,Together,Master,Doctoral,Mother,Business,Private,710000,1.5,1,1.5,1.5,1,0,0.5,1.5,1,1.5,3,1.57,No,No,Medium
1041,2018,2,Male,18,0,N,Urban,Apartment,85,Mobile,2000,High School,N,N10,3.5,3,3,3.5,3,Roommates,Apart,Bachelor,Bachelor,Father,Freelance,Freelance,290000,3,3.5,3.5,3.5,3,2,2.5,3.5,3,3.5,3.5,3.19,No,No,Low
1042,2018,3,Female,18,0,NE,Urban,Home,77,Wifi,31000,High School,BKK,BKK9,3.5,3,2.5,3.5,4,Parents,Together,Bachelor,Master,Father,Public,Public,3770000,3,3,3,2.5,2.5,3,2.5,2.5,2.5,2.5,2.5,2.84,Yes,No,High
1043,2018,2,Female,18,3,BKK,Urban,Apartment,62,Mobile,35000,High School,BKK,BKK10,4,3.5,2.5,2.5,4,Alone,Together,Bachelor,Vocational,Father,Public,Business,4140000,3.5,3,3.5,3.5,3.5,3.5,3,3.5,2.5,4,1.5,3.22,Yes,No,Medium
1044,2018,2,Female,18,0,S,Urban,Apartment,58,Wifi,47000,High School,S,S1,3.5,2,4,2.5,4,Alone,Together,Bachelor,Bachelor,Father,Business,Business,5660000,3,3,3.5,3.5,3.5,3,3,3,2.5,3.5,4,3.32,Yes,No,Low
1045,2018,2,Male,19,4,BKK,Urban,Home,79,Wifi,6000,High School,BKK,BKK4,2,4,4,3,3,Parents,Together,Vocational,Bachelor,Father,Private,Freelance,250000,2,2,2.5,2.5,3.5,1,2,2,1,2,1,2.06,No,Yes,Low
