Student_ID,Year_of_Entry,Hometown REGION,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
390,2019,S,U,A,19,0,5,H,3.5,3,3,3.5,M,4,A,T,S,3,2.5,3,4,3.5,2.5,3.5,2.5,2.5,4,3.5,1430000,7000,3.29,3,W,M,M,F,Bus,Free,M
391,2019,N,R,A,18,3,10,H,4,3.5,2.5,2,M,4,A,T,N,3.5,4,4,4,4,2.5,4,3,2.5,4,2.5,1170000,13000,3.54,3,M,M,B,F,Pub,Pub,N
392,2019,BKK,U,H,18,3,45,H,2,2.5,2,2.5,F,2,MoD,A,BKK,2,2.5,2.5,2.5,3,2.5,2.5,2,0.5,2.5,2,760000,10000,2.3,2,W,M,M,M,Free,Un,N
393,2019,BKK,U,H,18,18,100,V,3.5,4,4,4,M,3,P,T,BKK,2.5,2,3,2.5,3,1.5,2.5,2,1.5,3,4,500000,3000,2.52,2,W,P,H,F,Pri,Pub,L
394,2019,BKK,U,H,18,3,45,H,2.5,4,2.5,4,F,3,P,T,BKK,2.5,2,2.5,3,2.5,2.5,1.5,2.5,1.5,3,2,530000,7000,2.65,2,W,H,H,M,Free,Bus,L
395,2019,NE,U,A,18,0,25,H,4,2,2,4,F,4,A,T,NE,3.5,2.5,2.5,3.5,3.5,2.5,3.5,3.5,3.5,3,1.5,550000,12000,3.18,2,W,V,V,F,Pub,Pub,L
396,2019,BKK,U,A,18,18,60,V,2.5,2.5,4,2.5,F,3,A,T,BKK,2.5,2.5,3,3,3,3,2.5,3,1,2,3,1440000,4000,2.67,1,W,B,M,F,Pub,Bus,M
397,2019,S,U,A,18,3,30,H,3,2,2,2.5,F,3,A,T,S,3,3,3,2.5,2,1,3.5,3.5,2,3.5,0.5,730000,7000,2.71,2,M,D,D,F,Pub,Pri,H
398,2019,BKK,U,H,18,18,60,V,2.5,3.5,3,4,F,3,P,T,BKK,2,1.5,2,2,1.5,1,2.5,2,1.5,2,2,860000,5000,2.07,1,W,B,V,M,Pri,Bus,N
399,2019,N,R,A,18,0,15,H,4,3,4,2.5,F,3,A,T,BKK,3,3.5,4,2.5,3,3.5,2.5,3,4,3.5,3.5,1300000,3000,3.3,2,M,M,B,M,Bus,Free,N
400,2019,BKK,U,H,18,18,15,H,3.5,3,2,2,F,2,MoD,A,BKK,3,3,3,3,3,3,3,3,2,4,2,540000,12000,2.93,2,W,V,H,M,Bus,Un,N
401,2019,S,U,A,18,0,5,H,3.5,3.5,2.5,4,F,4,A,T,S,3,3,3,3,3,3.5,3,3,3,3,1.5,520000,4000,3,2,W,B,V,F,Pri,Bus,H
402,2019,N,U,A,18,0,10,H,3.5,2.5,3,4,M,5,A,T,N,2.5,2,2.5,2.5,3,2,3,2.5,1,3.5,1.5,1260000,8000,2.59,2,W,D,M,F,Bus,Pri,L
403,2019,BKK,U,H,18,18,30,V,4,2,3,3.5,M,4,P,T,BKK,3.5,3,4,4,4,2,3,3.5,1.5,4,0.5,420000,10000,2.92,2,M,B,B,M,Bus,Pub,M
404,2019,BKK,U,H,18,18,50,V,4,4,3.5,3.5,M,4,P,T,BKK,4,4,4,4,4,3.5,4,3.5,2.5,3.5,2.5,1360000,4000,3.61,1,W,B,B,F,Bus,Bus,M
405,2019,BKK,U,H,18,3,65,V,4,2,2,4,M,3,P,T,BKK,4,4,4,4,4,3,4,3.5,3.5,4,2.5,750000,10000,3.59,1,W,D,D,M,Pri,Bus,M
406,2019,BKK,U,H,18,3,25,H,3.5,4,4,3.5,M,2,MoD,A,BKK,3,2.5,2.5,3.5,3.5,3.5,3.5,3,2,3,4,450000,8000,3.15,2,W,P,P,M,Free,Un,N
407,2019,BKK,U,A,18,18,5,H,3.5,2.5,3.5,3,F,4,A,T,BKK,3,2.5,3,3.5,3.5,3,4,2.5,3.5,3,2.5,500000,8000,3.27,3,W,V,B,F,Pub,Pri,N
408,2019,BKK,U,H,18,18,40,V,4,3,2.5,2,M,3,P,T,BKK,3,3,4,3.5,2,2.5,3,3,1.5,2,0,1130000,9000,2.64,1,W,B,B,M,Bus,Pri,L
409,2019,BKK,U,H,18,18,10,V,2,4,2.5,4,F,3,MoD,A,BKK,1.5,1,1,1.5,1.5,2,1.5,1,1,2,2.5,460000,12000,1.83,2,W,P,P,M,Free,Un,N
410,2019,NE,U,A,18,0,10,H,3.5,4,2.5,2,F,3,RM,T,NE,2.5,2.5,2,3,3,2,2.5,3,2,2.5,3,490000,8000,2.65,3,W,H,V,M,Pri,Pub,M
411,2019,BKK,U,H,18,18,70,V,3,2,3.5,4,F,4,P,T,BKK,3,2.5,3,3,2.5,3,3,3.5,4,3,2,500000,12000,2.9,1,W,P,H,M,Pub,Pri,M
412,2019,BKK,U,H,18,18,60,H,4,2,2.5,2.5,M,4,P,T,BKK,3,2,3,4,3,3.5,2.5,3,2.5,3.5,2.5,500000,13000,2.87,2,W,H,V,F,Pri,Pri,H
413,2019,BKK,U,A,18,18,10,V,3,4,3,3.5,F,3,RM,T,BKK,2.5,2.5,2,2.5,3,2,2.5,2.5,2,3,3.5,370000,9000,2.54,1,W,H,V,F,Free,Bus,N
414,2019,NE,R,A,18,0,5,H,3.5,4,3.5,2,M,3,A,T,BKK,3,2,2,3,2.5,1.5,3,2.5,3,2.5,4,480000,9000,2.79,2,W,P,H,M,Bus,Pub,H
415,2019,BKK,U,H,18,18,55,H,4,2.5,3,3.5,F,4,P,T,BKK,3,2.5,2.5,2.5,3,3,3,3,2,3,3.5,1020000,9000,3.01,2,W,D,D,F,Free,Pub,H
416,2019,NE,R,A,19,0,15,H,3.5,4,3,4,M,4,A,T,NE,3,3,3.5,3,3,4,3,3.5,2,3,1.5,550000,9000,2.9,3,W,H,P,M,Free,Free,M
417,2019,BKK,U,H,18,18,20,H,3,4,2,2,M,2,MoD,A,BKK,3,3.5,4,3.5,4,3,3,4,3,3,4,470000,3000,3.5,2,W,V,H,M,Bus,Un,M
418,2019,BKK,U,H,18,3,60,H,3,3,2.5,4,M,4,P,T,BKK,2.5,2.5,2.5,2.5,2,0,3,2,1,2,2.5,570000,8000,2.23,2,W,P,P,M,Pub,Bus,M
419,2019,BKK,U,H,18,18,65,H,2.5,3.5,3,2,M,3,P,T,BKK,2,2,3,2.5,3,1,2,2.5,1,2,2,480000,11000,2.17,2,W,B,B,M,Pri,Pub,H
420,2019,BKK,U,H,18,18,70,V,3,2,3.5,2,M,3,P,T,BKK,3,3,4,3,3,2,3,3,3,2.5,2.5,1160000,4000,2.99,1,W,M,M,F,Free,Free,M
421,2019,NE,U,A,19,0,10,H,2,2,3,2,M,3,RM,A,NE,1.5,1,1,1.5,1.5,1,2,2,0,0.5,2,500000,9000,1.69,2,W,B,B,M,Pri,Un,H
422,2019,BKK,U,H,18,18,55,H,3.5,2,3.5,2.5,M,3,P,T,BKK,3,3,3.5,3,3,2,2.5,3,2,4,3,930000,4000,2.93,3,W,B,B,F,Pub,Free,N
423,2019,NE,U,A,18,0,10,H,4,3.5,2,2,F,3,A,T,NE,3.5,2.5,3,4,3,2,4,4,3.5,3.5,4,470000,8000,3.35,3,W,B,B,F,Pri,Free,L
424,2019,BKK,U,H,19,4,30,V,3,3,2,3.5,M,3,P,T,BKK,2.5,3,3.5,3,3.5,1,3.5,3,1.5,3,2,470000,5000,2.92,1,W,B,M,F,Pri,Bus,M
425,2019,BKK,U,H,18,18,30,H,3,3.5,2.5,4,F,4,P,T,BKK,2.5,3,3.5,2.5,3,0.5,3,2,2.5,2.5,1.5,750000,13000,2.56,3,W,B,B,F,Pub,Free,M
426,2019,BKK,U,H,18,18,25,V,2,2,2.5,3,M,3,P,T,BKK,1.5,2,2.5,1.5,0.5,1,1.5,2.5,0.5,2,2.5,480000,6000,1.94,1,W,V,H,F,Free,Pri,M
427,2019,BKK,U,H,18,18,55,H,4,3.5,3,2,F,2,MoD,A,BKK,3.5,4,4,3.5,3,2.5,3.5,4,3.5,4,3,530000,12000,3.46,2,M,P,P,M,Pub,Un,H
428,2019,BKK,U,H,18,18,65,H,3,3,3.5,2.5,M,4,P,T,BKK,2.5,2.5,3,2.5,2.5,2.5,2.5,2,1,4,2,860000,9000,2.66,2,W,D,D,F,Pub,Pri,N
429,2019,BKK,U,H,18,18,35,V,2.5,2,3.5,3,F,2,MoD,A,BKK,2.5,3,3,2.5,2,2.5,2.5,2.5,2,2.5,1,880000,10000,2.51,1,M,D,D,M,Bus,Un,L
430,2019,BKK,U,H,18,3,20,V,3,3.5,3.5,3,F,4,P,T,BKK,3,3.5,3.5,3,2,1.5,3,3,2,2.5,0.5,580000,7000,2.62,2,W,B,B,M,Pub,Free,L
431,2019,BKK,U,A,18,18,5,V,3.5,2.5,2.5,4,M,3,A,T,BKK,3,3.5,4,2.5,2,4,3,3.5,1,2.5,1.5,1500000,11000,2.9,1,W,B,M,F,Pub,Free,H
432,2019,BKK,U,A,18,18,5,V,4,3,2.5,4,M,3,A,T,BKK,3,3,3,2.5,2.5,3.5,3,2.5,2.5,2.5,1.5,1430000,7000,2.8,1,W,M,B,F,Bus,Pri,H
433,2019,BKK,U,H,18,18,65,H,2,2,2,3.5,F,2,MoD,A,BKK,1.5,1,2.5,1.5,0.5,1.5,1,2.5,0.5,2,1.5,510000,10000,1.68,2,W,B,M,M,Pri,Un,M
434,2019,BKK,U,H,19,19,65,V,2,3,2.5,2.5,F,3,P,T,BKK,2,2.5,2.5,3,3.5,1,2,2,1.5,2,4,760000,13000,2.47,1,W,B,B,F,Pub,Pub,M
435,2019,NE,R,A,18,0,10,H,2,2,2.5,4,M,4,A,T,NE,2,1.5,1,2,2.5,1.5,2,1.5,2,2,3,1360000,3000,2.32,3,W,D,D,F,Free,Free,L
436,2019,S,U,A,18,3,5,H,4,3,2.5,4,F,3,A,T,S,3.5,3.5,4,3,2,3.5,3,3,2.5,3.5,3,510000,4000,3.27,3,W,P,H,F,Free,Bus,M
437,2019,S,U,H,18,0,45,H,2.5,3.5,4,2.5,M,3,P,T,S,2.5,2,2,3,3.5,1.5,2.5,3.5,1.5,3.5,2.5,1260000,13000,2.63,3,W,B,M,M,Pri,Bus,M
438,2019,BKK,U,H,19,4,30,H,2,4,2.5,2.5,M,5,P,T,BKK,2,1.5,2,2.5,2.5,2.5,2,2.5,1,3,3.5,420000,7000,2.38,3,W,V,B,F,Bus,Free,N
439,2019,N,U,A,19,4,20,V,2,2,3,2.5,M,3,A,T,N,1.5,1,2,2,2,0,1.5,2.5,1.5,1.5,3,480000,8000,2.13,3,W,H,P,F,Free,Pri,L
440,2019,S,U,A,18,0,5,H,3,2.5,2.5,3.5,F,4,RM,T,S,2.5,2.5,3.5,3,3,1,2.5,2.5,2,3,2,490000,6000,2.71,3,W,H,P,F,Free,Free,N
441,2019,BKK,U,H,18,18,70,V,3.5,2.5,2.5,3,M,2,MoD,A,BKK,3,3,4,3.5,4,3,3.5,3.5,2,3.5,1.5,500000,9000,3.17,1,W,B,V,M,Pub,Un,N
442,2019,BKK,U,H,18,18,40,V,3,4,3,3,M,4,P,T,BKK,3,3,2,3,2,4,3.5,3,2.5,3.5,2,500000,7000,2.91,1,W,V,B,F,Pub,Pri,H
443,2019,N,U,A,18,0,5,H,3.5,3.5,3.5,3,M,4,A,T,N,3,3,4,3.5,3,2,3.5,4,2,3,3,550000,8000,3.11,2,W,B,M,F,Bus,Pri,N
444,2019,S,U,A,19,4,5,H,2,2,2.5,2,M,3,A,T,S,2,2.5,3.5,2,2.5,1,2.5,1.5,1,2,4,560000,11000,2.57,2,W,B,B,F,Pri,Bus,N
445,2019,BKK,U,H,18,18,40,H,3,2.5,3.5,2.5,F,3,P,T,BKK,3,2,3,3,2.5,2.5,3.5,2.5,2,3.5,1.5,850000,3000,2.63,2,M,B,B,F,Free,Pub,N
446,2019,BKK,U,A,19,19,5,V,4,3,2.5,3,M,4,A,T,BKK,3,2,1,3,3,3.5,3,3,2,3,4,740000,12000,2.9,1,M,D,M,F,Pri,Bus,N
447,2019,NE,U,A,18,3,40,H,3.5,4,4,3.5,F,3,RM,T,NE,2.5,1.5,2,2.5,2,2.5,2.5,2.5,1.5,3,4,530000,4000,2.49,2,W,B,B,F,Bus,Pub,L
448,2019,S,U,A,18,3,5,H,2,2,4,3,M,3,A,T,S,1.5,0,1,2.5,2.5,0,2,2,2,2,2.5,620000,3000,1.88,2,M,M,B,F,Pub,Bus,N
449,2019,S,R,A,18,0,15,V,2.5,4,2.5,3,M,4,A,T,S,2.5,2,2,3,3,2,3,2.5,4,2.5,1.5,460000,10000,2.83,3,M,H,V,M,Pub,Pri,M
450,2019,N,U,A,19,0,5,V,3.5,3.5,3.5,2.5,M,4,A,T,BKK,3,1.5,3,3,3.5,2,3.5,2.5,2,2.5,2.5,580000,6000,2.8,1,W,P,P,F,Pub,Free,M
451,2019,S,U,A,18,0,15,H,3.5,2,2.5,3.5,M,3,A,T,S,3.5,3,3.5,3.5,3,4,4,3.5,3.5,4,2,570000,3000,3.37,3,W,P,H,M,Bus,Pri,H
452,2019,N,R,A,18,3,10,H,2,3,3.5,4,F,3,A,T,N,1.5,2.5,3,2,2,0.5,1,1,1,2.5,3,510000,7000,2.11,2,W,V,V,F,Pub,Bus,L
453,2019,BKK,U,H,18,18,105,V,4,2.5,2.5,3,F,4,P,T,BKK,3.5,2.5,2.5,3.5,3.5,3.5,3.5,4,3,3,3,490000,6000,3.28,1,W,V,B,M,Pub,Bus,N
454,2019,S,U,A,18,3,10,V,3,3.5,2,3.5,M,3,A,T,S,3,3,3,3,1.5,2.5,2.5,2.5,2.5,4,2,720000,3000,2.72,3,W,M,B,F,Pub,Pri,H
455,2019,S,R,A,19,0,5,V,3.5,3.5,4,2.5,F,2,A,A,S,3,3.5,4,3.5,4,1,3.5,3,2,3,4,550000,8000,3.23,3,M,V,H,M,Pub,Un,N
456,2019,BKK,U,A,18,18,10,V,2,2,3.5,3.5,F,2,RM,A,BKK,1.5,1.5,2.5,2,2,0.5,1.5,1.5,0.5,2,2.5,470000,9000,1.88,1,W,H,V,M,Pub,Un,H
457,2019,NE,U,A,18,0,15,H,3.5,3.5,3,3,M,2,A,A,NE,3,3,3.5,3,3,3,3,2.5,2.5,2.5,2,510000,7000,2.85,2,W,H,P,M,Pri,Un,N
458,2019,N,U,A,18,0,10,H,4,2.5,2.5,2,F,4,A,T,N,3.5,3,3,4,4,2.5,3.5,3.5,2.5,3.5,4,1030000,5000,3.37,2,M,D,M,F,Free,Pri,N
459,2019,BKK,U,H,18,18,70,V,2,4,2,2.5,M,3,P,T,BKK,2,2.5,3.5,2,2,2,1.5,2,1,2.5,3,1260000,8000,2.3,1,W,M,D,F,Free,Pri,L
460,2019,N,U,A,19,4,15,H,3,2,4,3,F,3,A,A,N,3,3,4,3,2.5,2.5,3,3,3.5,3.5,3,560000,9000,3.15,3,M,V,H,M,Free,Un,L
461,2019,BKK,U,H,19,19,35,V,2.5,2,2,2.5,F,4,P,T,BKK,2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,1.5,3.5,2,540000,8000,2.72,1,M,H,V,F,Free,Pub,L
462,2019,S,U,H,18,0,5,H,3,3,3.5,3,F,3,P,T,S,3,2.5,3,3,3,3,3.5,3,2,3,0.5,740000,3000,2.69,2,W,B,V,F,Free,Pub,M
463,2019,S,U,A,18,0,15,H,4,2.5,2,4,F,3,A,T,S,3.5,4,4,4,4,3,3.5,3.5,3,3,3,1690000,9000,3.46,2,W,M,D,F,Pub,Pub,H
464,2019,S,U,H,18,0,35,H,3,3,2,2,M,3,P,T,BKK,3,3,4,3.5,3.5,2.5,3.5,3.5,2.5,3.5,1.5,470000,12000,3.15,2,W,P,P,M,Free,Bus,L
465,2019,BKK,U,A,18,18,15,V,2,2,4,2,F,3,A,A,BKK,1.5,1.5,1.5,1.5,1.5,0.5,2,1,1,1.5,3,500000,13000,1.75,2,M,P,P,F,Un,Bus,N
466,2019,BKK,U,H,18,18,15,V,2,2,4,3,F,3,P,T,BKK,2,2.5,3.5,2,2.5,2,2.5,1.5,1.5,2,1.5,480000,5000,2.27,1,M,B,B,M,Pri,Free,M
467,2019,S,U,A,18,0,15,H,3.5,4,4,4,F,5,A,T,S,3.5,2.5,3.5,3.5,3.5,2.5,4,4,3.5,4,2.5,610000,7000,3.37,2,W,D,D,F,Bus,Free,H
468,2019,N,U,A,18,0,5,H,4,3.5,3.5,2,F,3,A,T,N,3.5,4,4,4,3.5,2,3.5,3.5,4,4,1,960000,8000,3.41,3,W,M,M,M,Pub,Pub,M
469,2019,E,U,A,18,0,15,H,4,2.5,3,2.5,M,3,A,T,E,3.5,2.5,4,3.5,3.5,2,4,3.5,3.5,3.5,3,530000,11000,3.43,3,M,B,M,F,Pri,Bus,N
470,2019,S,U,A,19,0,5,H,2.5,2,3.5,2,F,3,A,T,S,2.5,1.5,1.5,2.5,2,3,2.5,3,2,3.5,3.5,490000,6000,2.5,3,W,H,P,F,Pub,Pub,L
471,2019,BKK,U,H,18,18,20,V,3.5,4,3.5,3,F,4,P,T,BKK,3,3.5,3,3,3.5,3,4,3.5,1.5,3,3.5,1440000,12000,3.29,1,W,B,M,F,Pub,Pub,L
472,2019,BKK,U,H,18,18,30,V,3.5,3,3.5,3.5,M,3,MoD,A,BKK,3,3.5,3.5,3,2,4,3,3,3.5,3.5,2,500000,4000,3.19,1,W,P,P,F,Un,Bus,M
473,2019,S,R,A,18,0,15,H,2,3,4,4,M,4,A,T,S,1.5,1.5,2,2,2,1,2,2,2,1,4,620000,4000,2.06,3,M,M,B,F,Free,Bus,H
474,2019,BKK,U,H,18,18,35,V,2,3,2.5,2,M,4,P,T,BKK,2,2,3,2,3,1.5,1.5,2,2.5,2,2.5,1510000,9000,2.36,1,W,M,B,F,Pri,Pub,N
475,2019,BKK,U,A,18,3,15,V,3,3,2,2,M,3,A,A,BKK,3,2.5,3,3,3.5,3.5,3,3.5,2.5,3.5,3,1340000,13000,3.27,1,M,M,M,M,Bus,Un,N
476,2019,BKK,U,H,19,19,55,V,4,2.5,2,4,F,4,P,T,BKK,4,4,4,3.5,3.5,2.5,4,3.5,4,3,1.5,500000,12000,3.37,1,W,P,P,M,Pri,Bus,M
477,2019,N,R,A,18,0,45,H,2,2.5,4,3,M,3,A,A,N,2,1.5,2.5,2,1.5,0,1.5,2,2,2,2.5,510000,8000,1.91,3,W,P,P,M,Bus,Un,M
478,2019,S,U,A,18,0,10,H,4,3,2.5,4,F,4,RM,T,BKK,3.5,3,3.5,3.5,3,1,4,3.5,3,4,4,1080000,13000,3.38,3,W,B,V,M,Pri,Pri,L
479,2019,S,U,A,18,0,5,V,2,3,2.5,2.5,F,3,A,T,S,2,1,2,2,2,1.5,2,2.5,1,2,2.5,1540000,10000,2.26,3,W,D,M,F,Free,Pri,M
480,2019,BKK,U,H,18,3,20,V,3,3.5,2,3.5,F,3,P,T,BKK,2.5,3.5,3.5,2.5,3.5,2.5,3,3,3,2.5,4,720000,8000,3.08,2,W,M,B,F,Pri,Bus,L
481,2019,BKK,U,H,18,18,60,V,3.5,3,3.5,2,F,4,P,T,BKK,3,3,3.5,3,3,2,2.5,2.5,2,2.5,2,1040000,9000,2.8,2,W,B,B,M,Bus,Pri,N
482,2019,BKK,U,H,18,18,35,V,4,3.5,4,3.5,M,2,MoD,A,BKK,3.5,3.5,4,4,4,2.5,3.5,3,3.5,4,2.5,480000,12000,3.44,2,W,B,M,M,Free,Un,N
483,2019,S,U,A,18,0,15,H,2,3.5,2,3,F,3,RM,T,S,2,1.5,1,2,2,2,2,2.5,0,1.5,1,760000,3000,1.89,2,W,M,M,M,Pri,Pri,M
484,2019,BKK,U,H,18,18,65,V,2.5,2,2,2.5,M,3,P,T,BKK,2,1.5,1.5,2.5,3,2,2,3,2,1.5,3.5,510000,13000,2.3,2,W,B,V,M,Pub,Pub,H
485,2019,BKK,U,H,18,18,95,H,3,4,3,2,F,4,P,T,BKK,3,2.5,3,3,4,2,4,3.5,2.5,2,2.5,440000,8000,3.1,3,W,P,P,F,Free,Pub,M
486,2019,BKK,U,A,18,18,10,V,4,4,4,4,F,3,A,T,BKK,3.5,3.5,4,4,3.5,3.5,4,3.5,3.5,3,2,1110000,6000,3.5,2,W,M,D,M,Free,Pub,L
487,2019,BKK,U,A,18,18,5,V,2,2.5,3,4,M,4,A,T,BKK,2,2.5,3.5,2,2,1,2,2.5,0.5,2.5,2.5,580000,13000,2.25,1,W,B,V,M,Pub,Free,L
488,2019,NE,U,A,18,0,5,H,3,4,3,3,M,3,A,A,NE,2.5,1.5,0.5,2.5,3,3,2.5,2.5,3.5,3,1,1170000,9000,2.45,3,W,D,D,M,Bus,Un,H
489,2019,BKK,U,H,18,18,20,V,2,3,3.5,2.5,F,3,P,T,BKK,1.5,1.5,1.5,2,2,1,1.5,2,1.5,1.5,3.5,380000,7000,2.01,1,W,H,H,F,Free,Bus,H
490,2019,BKK,U,H,20,20,5,V,3,4,2,3,M,3,P,T,BKK,3,4,4,3.5,4,1.5,3,3.5,2.5,3,2,1020000,12000,3.13,2,W,D,D,F,Bus,Pub,N
491,2019,N,R,A,18,0,10,H,3,3,3.5,3.5,F,3,A,T,N,3,2.5,3,3,3,2.5,3.5,2.5,3.5,3.5,2.5,450000,8000,2.98,2,W,P,P,F,Pub,Free,L
492,2019,BKK,U,H,18,18,25,V,2.5,2.5,3,3.5,M,3,P,T,BKK,2.5,3,3,3,3,2,2.5,2.5,1,2,3,310000,8000,2.58,1,W,V,H,F,Bus,Free,N
493,2019,S,R,A,18,0,15,H,2,3.5,4,3,M,4,A,T,S,2,2,2,1.5,0,0.5,2.5,1.5,1,1.5,2.5,440000,4000,2,3,M,H,P,F,Bus,Pri,N
494,2019,S,U,A,19,0,10,H,2,2,4,3,F,4,A,T,S,1.5,2,3,2,1,1.5,1.5,2,1.5,1.5,2.5,500000,7000,2.17,3,W,V,V,F,Pub,Pub,H
495,2019,NE,U,A,18,0,15,H,2.5,2.5,3.5,3.5,F,4,RM,T,NE,2,1,1.5,2.5,2.5,2,1.5,1.5,1,2.5,3,1490000,6000,2.06,3,M,B,B,F,Bus,Pub,M
496,2019,BKK,U,H,18,18,20,V,2,4,3.5,2.5,M,3,P,T,BKK,1.5,1.5,1.5,1,1,4,2,2.5,1.5,2.5,4,1440000,3000,2.29,1,M,B,M,M,Free,Free,L
497,2019,S,U,A,18,0,20,H,3.5,3.5,4,3,F,4,A,T,S,3,3,3.5,3,2.5,3.5,3.5,3.5,3,3.5,3.5,1050000,11000,3.38,2,W,B,M,F,Free,Pub,H
498,2019,BKK,U,H,18,18,20,V,3.5,2.5,2.5,3,M,3,P,T,BKK,3,3.5,4,3.5,3.5,2,2.5,3,3.5,4,3,1050000,5000,3.32,1,M,D,D,F,Free,Free,L
499,2019,S,U,A,18,0,25,H,4,4,2,3,M,3,A,T,BKK,3.5,3.5,3.5,4,3.5,4,4,3.5,3,3,3.5,550000,8000,3.48,3,W,B,V,F,Free,Free,H
500,2019,N,U,A,18,3,10,H,2,3.5,3,4,F,3,A,T,N,2,1.5,1.5,2.5,2.5,1,2.5,2,0.5,1.5,0,500000,3000,1.83,3,W,H,V,M,Free,Free,M
501,2019,BKK,U,H,18,18,50,V,2,2,2,2.5,F,4,P,T,BKK,1.5,1,1.5,1.5,1.5,1,1.5,1.5,1.5,2,3,510000,13000,1.9,2,W,P,P,F,Bus,Bus,L
502,2019,BKK,U,A,18,18,15,H,4,2.5,2.5,2,M,4,A,T,BKK,3.5,4,4,3.5,3.5,2.5,3.5,3.5,2.5,3.5,2,1430000,6000,3.4,3,W,B,V,F,Pri,Bus,L
503,2019,BKK,U,H,18,3,120,H,3.5,3,2.5,3,M,3,P,T,BKK,3,3,3.5,3,3,3,3.5,3.5,2.5,4,1,1210000,9000,3.04,2,W,D,D,F,Pub,Pub,M
504,2019,N,U,H,18,0,70,H,2,2,2.5,2,M,4,P,T,N,2,2.5,3.5,2.5,2,1.5,2.5,2,0.5,1.5,4,410000,8000,2.48,3,W,V,B,F,Pub,Pub,L
505,2019,S,U,A,19,4,10,H,3,4,4,4,F,3,A,T,BKK,3,3,4,2.5,2,2.5,2.5,3.5,2,3.5,4,460000,3000,3.04,2,M,H,V,M,Pub,Bus,H
506,2019,N,U,A,19,0,10,H,3,4,4,2,M,3,A,T,N,3,3.5,4,3,2.5,2,3,3.5,2.5,3,0.5,550000,8000,2.76,3,M,H,P,F,Pri,Bus,M
507,2019,BKK,U,H,18,18,15,H,3,2.5,3,2,F,3,P,T,BKK,3,3.5,4,3,3,3,3,2.5,3,3,2.5,590000,6000,3.08,2,W,V,H,F,Free,Pub,H
508,2019,N,R,A,18,0,10,H,2.5,2,3,2.5,F,4,A,T,N,2,1.5,1,1.5,1,3,2,2,1.5,2,2,460000,10000,1.93,3,W,V,H,M,Pri,Bus,M
509,2019,BKK,U,H,18,18,65,V,3.5,2.5,4,3.5,M,2,MoD,A,BKK,3,2,2,3,2,3,3,2.5,2.5,2.5,4,500000,8000,2.78,1,W,V,V,M,Pri,Un,L
510,2019,BKK,U,H,19,4,65,H,2,3.5,2,3,M,3,MoD,A,BKK,2,1.5,2,1.5,1.5,1.5,2.5,2.5,0.5,3,2,780000,11000,2.18,2,W,D,D,M,Pub,Un,N
511,2019,BKK,U,H,18,18,35,H,4,3.5,2,3,M,3,P,T,BKK,3.5,4,3.5,3.5,2.5,1.5,3.5,4,4,4,3,530000,13000,3.47,2,W,V,H,F,Pri,Bus,N
512,2019,NE,U,A,18,3,15,H,3.5,3,3,2,F,3,A,T,BKK,3,3,4,3,3.5,3,3,3,2,4,3,530000,9000,3.17,2,M,H,H,F,Pub,Pub,L
513,2019,N,U,A,18,3,15,V,3.5,3.5,3.5,3,M,3,RM,A,BKK,3.5,3.5,4,3.5,4,4,3.5,3.5,2,4,0,430000,11000,3.24,1,M,V,V,F,Un,Bus,L
514,2019,BKK,U,H,18,18,15,H,3,4,4,2,M,3,P,T,BKK,2.5,2.5,2.5,2.5,2.5,1.5,2.5,2,2.5,3.5,0.5,550000,8000,2.51,2,W,V,V,F,Bus,Pri,N
515,2019,BKK,U,H,18,18,70,H,4,4,3,3.5,M,4,P,T,BKK,4,4,4,4,4,3,3.5,3.5,3.5,4,3,640000,7000,3.65,2,W,M,B,F,Pri,Bus,N
516,2019,NE,R,A,18,3,10,V,3.5,3,4,2,M,4,RM,T,NE,3,3,3.5,3,3.5,2,3,3,3.5,3,1.5,780000,8000,3.08,3,W,B,V,F,Pri,Pub,N
517,2019,BKK,U,H,18,18,55,V,3.5,2.5,2.5,4,F,2,MoD,A,BKK,3,3,2.5,3,2.5,2,3,3,3,4,3,500000,4000,2.87,2,W,P,H,M,Free,Un,L
518,2019,BKK,U,H,18,18,35,V,2,3,3,3.5,M,3,P,T,BKK,2,2,2.5,2,2,0,3,2.5,1,2.5,2.5,790000,13000,2.23,1,W,M,D,M,Free,Pub,M
519,2019,S,U,A,18,0,10,H,3,2,3.5,4,F,3,A,T,S,3,2,1.5,3,3,2.5,3.5,3,3.5,3.5,3,350000,7000,2.91,2,M,B,M,F,Bus,Pri,L
520,2019,NE,R,A,18,0,10,H,4,2.5,4,4,M,3,A,T,NE,3.5,3.5,4,3.5,4,2.5,4,4,3,4,0,590000,4000,3.4,2,W,B,M,F,Bus,Bus,M
